,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.13,0.15,0.31,0.14,0.45,0.04,0.01,0.27,0.25,0.23,0.33,0.2
gamestone.csv,0.09,0.0,0.08,0.15,0.3,0.04,0.14,0.1,0.1,0.18,0.25,0.2
gbif-providertoolkit.csv,0.06,0.0,0.0,0.01,0.0,0.04,0.09,0.05,0.14,0.0,0.06,0.0
heekscad.csv,0.0,0.54,0.34,0.62,0.52,0.22,0.8,0.37,0.49,0.62,0.58,0.2
igarden.csv,0.04,0.08,0.06,0.0,0.09,0.17,0.26,0.06,0.14,0.06,0.56,0.1
levent.csv,0.17,0.12,0.18,0.29,0.48,0.0,0.5,0.28,0.25,0.31,0.42,0.3
lportal.csv,0.64,0.56,0.32,0.42,0.46,0.48,0.62,0.44,0.0,0.59,0.44,0.9
openmsx.csv,0.45,0.63,0.42,0.49,0.39,0.39,0.39,0.67,0.73,0.0,0.85,0.5
owlapi.csv,0.0,0.02,0.01,0.06,0.12,0.04,0.01,0.01,0.09,0.01,0.17,0.0
pnotepad.csv,0.89,0.79,0.77,0.9,0.73,0.57,0.73,0.6,0.85,0.88,0.69,0.1
quark.csv,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.0
xcsoar.csv,0.19,0.27,0.01,0.26,0.31,0.17,0.27,0.34,0.33,0.46,1.0,0.0
