,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.6,1.0,0.18,0.57,0.03,0.17,0.09
k3d.csv,0.33,0.08,0.98,0.06,0.03,0.1,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,0.99,0.54,0.23,0.56,0.03,0.19,0.03
patterntesting.csv,0.64,0.49,0.36,0.98,0.03,0.25,0.08
t-2.csv,0.44,0.43,0.17,0.31,0.02,0.97,0.03
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
