,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.54,0.5,0.67,0.75,0.47,0.83,0.5
k3d.csv,0.96,0.0,0.97,0.5,0.98,0.97,0.97
massiv.csv,0.0,0.0,0.0,0.0,0.75,0.8,0.0
net-snmp.csv,0.57,0.46,0.83,0.45,0.94,0.61,0.68
patterntesting.csv,0.45,0.85,0.64,0.55,0.52,0.41,0.52
t-2.csv,0.56,0.61,0.47,0.7,0.54,0.99,0.57
xreal.csv,0.0,0.0,0.86,0.0,0.97,0.0,0.8
