,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,443.0,420.0,1849.0,97.5,624.0,94.5,111.0,0.0,39.5,92.5,99.0,97.5,3734.0,195.0
crux-framework.csv,193.5,378.5,366.0,94.5,69.5,99.0,388.5,92.5,1181.5,234.5,94.5,95.5,393.5,271.0
etherboot.csv,183.0,406.5,0.0,44.5,358.0,69.5,283.5,98.5,2022.0,390.5,99.0,0.0,3291.5,293.5
freebios.csv,387.5,246.5,1763.0,97.5,567.0,371.5,290.5,97.5,613.0,191.0,99.0,850.0,4140.5,158.0
gebr.csv,387.5,1230.0,5305.0,97.5,458.5,99.0,487.0,98.5,2023.0,390.5,99.0,99.0,4479.0,293.5
gnukeda.csv,94.5,572.5,4499.5,97.5,654.5,99.0,192.0,97.5,824.5,292.0,99.0,97.5,3022.5,293.5
google-gears.csv,291.0,1230.0,1639.5,97.5,849.5,99.0,389.5,98.5,2033.0,390.5,99.0,99.0,2969.0,195.0
gstreamer.csv,288.5,1328.5,4944.5,97.5,754.0,99.0,388.5,98.5,1642.0,293.0,99.0,99.0,4479.0,293.5
jnode.csv,94.5,459.0,1936.5,94.5,478.0,80.0,92.5,86.5,333.0,90.0,188.0,178.0,610.0,0.0
metacosm.csv,64.5,1268.0,1540.0,97.5,614.0,94.5,186.0,98.5,724.0,292.0,188.0,98.5,854.0,195.0
openmeetings.csv,291.0,182.0,1349.0,81.5,269.5,193.0,177.0,98.5,733.0,193.0,99.0,99.0,1194.5,190.0
pgui.csv,90.5,1134.5,0.0,94.5,560.0,390.5,273.5,98.5,358.0,292.0,99.0,0.0,4479.0,293.5
tradelink.csv,229.0,1136.0,864.5,172.0,665.5,99.0,586.0,98.5,1738.5,292.0,99.0,99.0,4410.5,293.5
wxcrp.csv,188.0,1200.0,4764.0,97.5,849.5,99.0,486.0,98.5,1465.0,194.0,99.0,99.0,3889.5,293.5
