,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.07,0.01,0.22,0.0,0.24,0.08
jlinalg.csv,0.0,0.61,0.7,0.2,0.64,0.38
knowledge.csv,0.14,0.38,0.82,0.0,0.69,0.39
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.14,0.26,0.01,0.4,0.33,0.57
ultimairis.csv,1.0,0.38,0.64,0.8,0.65,0.0
