,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.0,0.0,3.0,0.0,103.0,0.0
jlinalg.csv,0.0,0.0,1.0,0.0,261.0,0.0
knowledge.csv,0.0,1.0,1.0,0.0,202.0,0.0
massiv.csv,63.0,203.0,140.0,66.0,0.0,150.0
playerstage.csv,1.0,5.0,0.0,1.0,91.0,4.0
ultimairis.csv,0.0,0.0,2.0,0.0,181.0,0.0
