,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.54,0.01,0.92,0.76,0.79,0.92
jlinalg.csv,0.0,0.65,0.71,0.22,0.68,0.6
knowledge.csv,0.37,0.6,0.82,0.0,0.69,0.52
massiv.csv,1.0,1.0,1.0,1.0,0.25,1.0
playerstage.csv,0.58,0.74,0.02,0.71,0.6,0.76
ultimairis.csv,1.0,0.55,0.78,0.88,0.69,0.09
