,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.46,0.99,0.1,0.24,0.25,0.09
jlinalg.csv,1.0,0.77,0.86,0.92,0.75,0.53
knowledge.csv,0.66,0.54,0.91,1.0,1.0,0.66
massiv.csv,0.0,0.0,0.0,0.0,0.75,0.0
playerstage.csv,0.44,0.3,0.98,0.42,0.5,0.49
ultimairis.csv,0.9,0.6,0.55,0.63,0.75,0.91
