,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.86,0.93,0.9,0.93,0.79,0.9,0.89,0.46,0.95,0.73,0.6,0.97
emono.csv,0.46,0.79,0.5,0.67,0.42,0.33,0.56,0.34,0.49,0.64,0.51,0.53
freedom-erp.csv,0.67,0.0,0.78,0.0,0.75,0.67,0.5,0.42,0.0,0.0,0.88,0.89
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.56,0.75,0.48,0.88,0.67,0.45,0.63,0.32,0.83,0.6,0.42,0.88
jmonkeyengine.csv,0.75,0.86,0.93,0.86,0.82,0.88,0.94,0.86,0.5,0.97,0.92,0.86
jsidplay2.csv,0.36,0.5,0.4,0.51,0.34,0.36,0.43,0.31,0.45,0.63,0.46,0.55
matrex.csv,0.48,0.89,0.5,0.67,0.83,0.76,0.45,0.54,0.83,0.78,0.9,0.0
mediate.csv,0.58,0.5,0.53,0.92,0.49,0.49,0.43,0.36,0.72,0.83,0.98,0.49
mesa3d.csv,0.61,0.86,0.73,0.94,0.9,0.54,0.94,0.58,0.85,0.96,0.96,0.88
pustefix.csv,0.76,0.84,0.69,0.8,0.64,0.88,0.98,0.48,0.92,0.93,0.96,0.95
reaper3d.csv,0.59,0.61,0.62,0.0,0.95,0.71,0.47,0.93,0.86,0.68,0.0,0.0
