,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.9,0.27,0.67,0.79,0.67,0.53,0.48,0.71,0.91
massiv.csv,0.97,0.91,0.7,0.03,0.99,0.96,1.0,1.0,0.96
mesa3d.csv,0.58,0.95,0.61,0.74,0.79,0.58,0.71,0.6,0.7
ngl.csv,0.73,0.61,0.83,0.79,0.73,0.49,0.66,0.72,0.64
nutz.csv,0.34,0.8,0.93,0.91,0.93,0.77,0.87,0.94,0.78
ossim.csv,0.75,0.83,0.38,0.78,0.99,0.74,0.68,0.75,0.89
qmmp.csv,0.44,0.49,0.57,0.57,0.82,0.52,0.41,0.82,0.7
rcp-company-uibindings.csv,0.51,0.47,0.52,0.7,0.58,0.52,0.64,0.8,0.13
v8.csv,0.78,0.78,0.73,0.75,0.2,0.83,0.88,1.0,0.62
