,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.34,0.49,0.22,0.61,0.3,0.48,1.0,0.5,0.2,0.12,0.49,0.34,0.3,0.0
cme.csv,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.07,0.05,0.39,0.0,0.3,0.12,0.07,0.05,0.09,0.3,0.74,0.22,1.0,0.92
ivef-sdk.csv,0.43,0.71,0.52,0.56,0.58,1.0,0.66,0.11,0.49,0.5,0.14,0.0,0.04,0.64
jmri.csv,0.32,0.44,0.96,0.2,0.51,0.34,0.42,0.28,0.33,0.45,0.48,0.18,0.76,0.52
jython.csv,0.46,0.58,0.46,0.36,0.66,0.6,0.21,0.96,0.51,0.34,0.72,0.53,0.56,0.77
kdenlive.csv,0.99,0.62,0.55,0.26,0.42,0.25,0.56,0.09,0.69,0.62,0.63,0.62,0.59,0.6
opentibia.csv,0.51,1.0,0.48,0.0,0.36,0.16,0.73,0.05,0.56,0.47,0.53,0.6,0.48,0.42
projectfactory.csv,0.16,0.13,0.21,0.0,0.18,0.07,0.07,0.22,0.31,0.98,0.42,0.35,0.36,0.0
runuomondains.csv,0.17,0.05,0.11,0.04,0.05,0.0,0.0,0.11,0.12,0.1,0.9,0.07,0.15,0.0
somap.csv,0.0,0.0,0.3,0.0,0.09,0.0,0.0,0.0,0.0,0.4,0.0,0.99,0.0,0.09
taverna.csv,0.18,0.19,0.16,0.2,0.97,0.07,0.04,0.5,0.24,0.5,0.54,0.34,0.34,0.0
unbvision.csv,0.58,0.43,0.5,0.09,0.29,0.5,0.59,0.63,0.94,0.18,0.62,0.21,0.76,0.62
x-ray-mule.csv,0.09,0.16,0.04,1.0,0.13,0.01,0.0,0.0,0.24,0.25,0.29,0.18,0.04,0.0
