,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,296.0,1300.5,198.0,789.0
columba.csv,194.0,638.5,99.0,196.5
decidr.csv,99.0,3975.5,99.0,198.0
jajuk.csv,99.0,1514.5,99.0,297.0
