,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.5,0.88,0.98,0.86,0.67,0.71,0.8,0.89,0.8,0.0,0.41,0.47,0.75,0.58,0.88,0.33,0.86
emeraldemu.csv,0.49,0.5,0.47,0.53,0.67,0.75,0.69,0.55,0.72,0.51,0.41,0.67,0.94,0.0,0.5,0.0,0.92
grafx2.csv,0.45,0.45,0.53,0.61,0.5,0.57,0.53,0.5,0.51,0.47,0.35,0.42,0.4,0.35,0.36,0.32,0.67
jahshakafx.csv,0.33,0.41,0.4,0.41,0.38,0.58,0.47,0.41,0.41,0.45,0.34,0.63,0.33,0.29,0.32,0.29,0.41
kindb.csv,0.34,0.45,0.41,0.41,0.38,0.41,0.31,0.36,0.34,0.42,0.37,0.65,0.33,0.52,0.38,0.29,0.39
maya-work-in-progress.csv,0.44,0.42,0.42,0.46,0.42,0.44,0.31,0.36,0.38,0.44,0.31,0.34,0.32,0.33,0.36,0.29,0.41
novembre.csv,0.64,0.61,0.99,0.8,0.75,0.73,0.56,0.62,0.4,0.6,0.55,0.73,0.94,0.82,0.56,0.67,0.79
ns-3.csv,0.45,0.44,0.99,0.92,0.46,0.44,0.34,0.55,0.44,0.52,0.48,0.4,0.36,0.58,0.46,0.44,0.44
nullc.csv,0.44,0.48,0.4,0.53,0.5,0.57,0.47,0.48,0.52,0.83,0.43,0.7,0.43,0.41,0.47,0.52,0.6
open-beos.csv,0.36,0.41,0.59,0.56,0.44,0.5,0.42,0.36,0.48,0.67,0.52,0.38,0.37,0.5,0.38,0.44,0.45
pixel-commandos.csv,0.86,0.66,0.99,0.73,0.89,0.97,0.88,0.98,0.96,0.67,0.9,0.5,0.95,0.74,0.61,0.83,0.9
planeshift.csv,0.49,0.46,0.4,0.54,0.5,0.46,0.41,0.42,0.39,0.5,0.47,0.4,0.38,0.32,0.4,0.33,0.56
plee-the-bear.csv,0.38,0.6,0.51,0.75,0.47,0.44,0.4,0.4,0.39,0.48,0.38,0.4,0.39,0.56,0.44,0.47,0.41
reaper-ecad.csv,0.45,0.44,0.49,0.54,0.47,0.95,0.88,0.73,0.97,0.5,0.89,0.5,0.56,0.57,0.58,0.86,0.83
sbml.csv,0.49,0.41,0.42,0.49,0.48,0.42,0.33,0.35,0.42,0.51,0.41,0.41,0.32,0.41,0.35,0.41,0.37
unimrcp.csv,0.38,0.47,0.48,0.6,0.43,0.43,0.35,0.45,0.49,0.47,0.35,0.43,0.39,0.45,0.45,0.29,0.5
unladen-swallow.csv,0.86,0.56,0.7,0.9,0.86,0.53,0.37,0.55,0.58,0.62,0.78,0.4,0.52,0.42,0.92,0.47,0.52
