,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.19,0.11,0.07,0.08,0.0,0.09,0.12,0.13,0.01,0.0,0.32,0.2,0.07,0.24,0.0,0.06,0.05
emeraldemu.csv,0.58,0.29,0.53,0.93,0.09,0.13,0.18,0.2,0.1,0.34,0.7,0.03,0.02,0.0,0.06,0.0,0.12
grafx2.csv,0.56,0.36,0.33,0.31,0.18,0.33,0.28,0.29,0.29,0.19,0.6,0.49,0.41,0.16,0.59,0.25,0.2
jahshakafx.csv,0.27,0.33,0.54,0.31,0.18,0.13,0.25,0.43,0.3,0.11,0.55,0.11,0.24,0.13,0.31,0.25,0.31
kindb.csv,0.37,0.38,0.69,0.41,0.27,0.35,0.7,0.59,0.58,0.21,0.81,0.12,0.46,0.16,0.31,0.12,0.52
maya-work-in-progress.csv,0.68,0.54,0.48,0.31,0.73,0.39,0.7,0.63,0.71,0.17,0.96,0.53,0.59,0.29,0.38,0.31,0.67
novembre.csv,0.11,0.2,0.13,0.22,0.0,0.19,0.2,0.25,0.5,0.13,0.3,0.16,0.07,0.0,0.31,0.0,0.12
ns-3.csv,0.42,0.29,0.19,0.06,0.27,0.43,0.88,0.5,0.51,0.19,0.34,0.97,0.65,0.97,0.72,0.94,0.84
nullc.csv,0.48,1.0,1.0,1.0,0.0,0.36,0.48,0.47,0.46,0.04,0.68,0.18,0.57,0.37,0.44,0.19,0.3
open-beos.csv,0.4,0.37,0.25,0.36,0.18,0.31,0.52,0.58,0.27,0.06,0.28,0.92,0.57,0.82,0.34,1.0,0.48
pixel-commandos.csv,0.01,0.49,0.19,0.43,0.0,0.11,0.08,0.11,0.04,0.0,0.15,0.03,0.02,0.11,0.09,0.12,0.07
planeshift.csv,0.98,0.86,0.76,0.87,0.82,0.61,0.45,0.46,0.76,0.4,0.57,0.76,0.3,0.26,0.62,0.44,0.53
plee-the-bear.csv,0.29,0.2,0.25,0.02,0.55,0.49,0.42,0.66,0.59,0.15,0.57,0.43,0.54,0.66,0.41,0.62,0.62
reaper-ecad.csv,0.2,0.27,0.34,0.23,0.0,0.03,0.1,0.11,0.01,0.02,0.13,0.03,0.07,0.05,0.0,0.0,0.04
sbml.csv,0.54,0.42,0.66,0.67,0.09,0.47,0.82,0.8,0.43,0.77,0.47,0.95,0.72,0.45,0.19,0.81,0.64
unimrcp.csv,0.41,0.47,0.44,0.67,0.09,0.29,0.75,0.38,0.27,0.49,0.89,0.32,0.3,0.05,0.22,0.19,0.42
unladen-swallow.csv,0.09,0.19,0.16,0.05,0.09,0.13,0.48,0.29,0.18,0.09,0.13,0.32,0.28,0.13,0.09,0.19,0.31
