,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.52,0.35,0.25,0.38,0.22,0.27,0.0,0.28,0.02,0.04,0.69,0.6,0.29,0.44,0.13,0.64,0.55
emeraldemu.csv,0.73,0.6,0.71,0.27,0.19,0.27,0.45,0.73,0.4,0.71,0.54,0.05,0.24,0.0,0.55,0.04,0.55
grafx2.csv,0.74,0.7,0.65,0.74,0.36,0.39,0.56,0.67,0.51,0.69,0.58,0.71,0.61,0.74,0.68,0.78,0.76
jahshakafx.csv,0.84,0.71,0.78,0.71,0.43,0.31,0.51,0.75,0.58,0.58,0.61,0.46,0.68,0.7,0.68,0.72,0.92
kindb.csv,0.83,0.66,0.67,0.68,0.6,0.54,0.65,0.7,0.64,0.73,0.5,0.46,0.74,0.4,0.64,0.86,0.82
maya-work-in-progress.csv,0.67,0.74,0.7,0.77,0.61,0.56,0.65,0.7,0.58,0.87,0.17,0.78,0.7,0.79,0.72,0.74,0.6
novembre.csv,0.51,0.5,0.28,0.37,0.1,0.29,0.69,0.48,0.6,0.49,0.43,0.42,0.12,0.31,0.42,0.4,0.77
ns-3.csv,0.71,0.67,0.11,0.1,0.46,0.65,0.41,0.37,0.62,0.48,0.55,0.13,0.65,0.13,0.51,0.24,0.43
nullc.csv,0.67,0.0,0.0,0.0,0.69,0.51,0.68,0.66,0.58,0.36,0.58,0.42,0.62,0.72,0.65,0.62,0.74
open-beos.csv,0.84,0.74,0.71,0.69,0.54,0.5,0.62,0.69,0.67,0.43,0.41,0.3,0.62,0.51,0.71,0.0,0.69
pixel-commandos.csv,0.05,0.53,0.25,0.48,0.22,0.19,0.38,0.2,0.15,0.11,0.07,0.0,0.16,0.4,0.48,0.33,0.99
planeshift.csv,0.09,0.44,0.59,0.42,0.49,0.56,0.69,0.71,0.57,0.65,0.63,0.55,0.68,0.72,0.63,0.77,0.49
plee-the-bear.csv,0.79,0.46,0.76,0.05,0.5,0.56,0.54,0.5,0.62,0.72,0.55,0.56,0.57,0.54,0.52,0.57,0.63
reaper-ecad.csv,0.63,0.64,0.74,0.75,0.35,0.15,0.31,0.49,0.3,0.04,0.28,0.0,0.43,0.33,0.46,0.25,0.55
sbml.csv,0.59,0.72,0.64,0.71,0.45,0.56,0.49,0.53,0.68,0.57,0.68,0.21,0.59,0.73,0.83,0.53,0.74
unimrcp.csv,0.8,0.68,0.69,0.69,0.45,0.5,0.58,0.71,0.58,0.69,0.37,0.78,0.6,0.52,0.64,0.75,0.51
unladen-swallow.csv,0.26,0.49,0.5,0.1,0.15,0.35,0.53,0.45,0.4,0.43,0.28,0.7,0.41,0.49,0.16,0.45,0.29
