,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.54,0.17,0.04,0.24,0.0,0.0,0.51,0.75,0.09,0.13,0.0
haphazard.csv,0.3,0.37,0.47,0.33,0.33,0.47,0.45,0.44,0.64,0.69,0.46
jicarilla.csv,0.11,0.0,0.86,0.0,0.0,0.0,0.06,0.44,0.0,0.06,0.02
jruby.csv,0.74,0.26,0.55,0.07,0.38,0.59,0.0,0.0,0.41,0.24,0.64
optalgtoolkit.csv,0.38,0.45,0.54,0.46,0.33,0.65,0.32,0.38,0.38,0.63,0.19
ossim.csv,0.25,0.28,0.31,0.79,0.0,0.44,0.45,0.35,0.34,0.11,0.25
projectts.csv,0.66,0.34,0.07,0.54,0.36,0.45,0.72,0.06,0.58,0.21,0.0
qedo.csv,0.2,0.06,0.44,0.07,0.0,0.55,0.13,0.51,0.36,0.76,0.06
sabbu.csv,0.73,0.58,0.18,0.6,0.71,0.13,0.43,0.13,0.51,0.31,0.57
vxl.csv,0.63,0.39,0.24,0.56,0.42,0.45,0.54,0.43,0.52,0.52,0.5
zact.csv,0.47,0.04,0.0,0.35,0.83,0.0,0.22,0.06,0.1,0.17,0.26
