,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,1.0,1.0,1.0,1.0,0.99,0.0
libtorrent.csv,0.85,0.06,0.58,0.85,0.87,0.97
moviesandbox.csv,0.03,0.71,0.53,0.65,0.3,1.05
sigil.csv,0.51,0.64,0.08,0.64,0.28,0.52
xbg.csv,0.96,0.78,0.83,0.0,0.93,0.67
xtreemfs.csv,0.84,0.96,0.83,0.88,0.03,0.59
