,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.01,1.0
libtorrent.csv,0.46,0.99,0.66,0.47,0.42,0.13
moviesandbox.csv,0.99,0.34,0.54,0.43,0.75,0.0
sigil.csv,0.71,0.41,0.93,0.43,0.81,0.82
xbg.csv,0.06,0.27,0.2,1.0,0.09,0.38
xtreemfs.csv,0.19,0.12,0.2,0.15,0.99,0.78
