,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,78.0,114.0,88.0,62.0,0.0,0.0
libtorrent.csv,1.0,0.0,7.0,11.0,2.0,65.0
moviesandbox.csv,0.0,0.0,3.0,5.0,0.0,111.0
sigil.csv,0.0,0.0,0.0,4.0,1.0,28.0
xbg.csv,1.0,0.0,1.0,0.0,0.0,6.0
xtreemfs.csv,0.0,3.0,1.0,2.0,0.0,28.0
