,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.07,0.17,0.92,0.42,0.16,0.46,0.19,0.0
ctrlr.csv,0.0,0.07,0.84,0.0,0.04,0.04,0.0,0.05,0.04
empserver.csv,0.0,0.88,0.32,0.36,0.65,0.38,0.57,0.34,0.51
ffigo.csv,0.0,0.41,0.47,0.58,0.5,0.99,0.5,0.41,0.39
gmerlin.csv,0.0,0.17,0.22,0.22,0.95,0.17,0.43,0.36,0.16
skia.csv,0.97,0.37,0.28,0.55,0.15,0.11,0.97,0.31,0.16
wikipediardware.csv,0.05,0.38,0.49,0.53,0.59,0.6,0.17,0.65,0.98
zemljanka.csv,0.09,0.35,0.13,0.13,0.24,0.0,0.27,0.98,0.55
