,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,490.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,51.0
ctrlr.csv,490.0,2.0,0.0,128.0,4.0,2.0,68.0,0.0,0.0
empserver.csv,490.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0
ffigo.csv,490.0,1.0,1.0,12.0,7.0,0.0,11.0,0.0,0.0
gmerlin.csv,490.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0
skia.csv,52.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
wikipediardware.csv,374.0,0.0,1.0,3.0,4.0,1.0,6.0,0.0,0.0
zemljanka.csv,369.0,6.0,2.0,7.0,7.0,2.0,5.0,0.0,0.0
