,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.1,0.21,0.95,0.4,0.22,0.4,0.28,0.0
ctrlr.csv,0.0,0.09,0.89,0.0,0.05,0.05,0.0,0.08,0.05
empserver.csv,0.0,0.93,0.22,0.18,0.52,0.46,0.47,0.45,0.61
ffigo.csv,0.0,0.58,0.38,0.32,0.4,0.99,0.45,0.54,0.7
gmerlin.csv,0.0,0.23,0.21,0.16,0.97,0.24,0.43,0.47,0.22
skia.csv,0.03,0.38,0.23,0.34,0.19,0.15,0.98,0.41,0.21
wikipediardware.csv,0.0,0.62,0.34,0.29,0.5,0.75,0.51,0.91,0.99
zemljanka.csv,0.0,0.56,0.41,0.29,0.48,0.7,0.52,1.0,0.83
