,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.97,0.75,0.88,0.95,0.64,0.93,0.59,0.97,0.0
ctrlr.csv,0.5,0.88,0.94,0.8,0.86,0.75,0.83,0.88,0.5
empserver.csv,0.39,0.61,0.59,0.52,0.47,0.65,0.5,0.76,0.52
ffigo.csv,0.57,0.46,0.88,0.55,0.5,0.47,0.42,0.71,0.46
gmerlin.csv,0.52,0.88,0.71,0.79,0.67,0.94,0.68,0.53,0.86
skia.csv,0.99,0.59,0.86,0.65,0.91,0.94,0.64,0.87,0.89
wikipediardware.csv,0.35,0.41,0.55,0.38,0.4,0.38,0.37,0.43,0.46
zemljanka.csv,0.35,0.39,0.47,0.38,0.38,0.39,0.38,0.45,0.46
