,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.27,0.68,0.54,0.98,0.47,0.7,0.64,0.38,0.61,0.62,0.57,0.49,0.72,0.06
elateportal.csv,0.11,0.59,0.45,0.79,0.55,0.35,0.46,0.58,0.37,0.47,0.56,0.55,0.51,1.0
gdis.csv,0.05,0.31,0.46,0.47,0.51,0.29,0.6,0.68,0.69,0.7,1.0,0.59,0.57,0.19
gzigzag.csv,0.64,0.44,1.0,0.35,0.16,0.52,0.41,0.31,0.29,0.14,0.29,0.13,0.42,0.73
icescrum.csv,0.72,0.48,0.45,0.27,0.4,0.52,0.33,0.0,0.27,0.29,0.64,0.17,1.0,0.09
jguard.csv,0.6,0.45,0.64,0.53,1.0,0.66,0.27,0.41,0.6,0.6,0.0,0.6,0.59,0.0
jitterbit.csv,0.83,1.0,0.7,0.33,0.34,0.42,0.57,0.11,0.56,0.54,0.25,0.13,0.46,0.69
jython.csv,1.0,0.54,0.48,0.0,0.42,0.27,0.07,0.27,0.3,0.25,0.05,0.53,0.54,0.28
personalaccess.csv,0.05,0.55,0.53,0.04,0.5,0.27,0.53,0.11,1.0,0.63,0.76,0.13,0.55,0.82
ppcboot.csv,0.17,0.63,0.6,0.74,0.55,0.59,0.95,0.59,0.63,0.62,0.57,0.41,0.66,0.81
repositorium.csv,0.29,0.42,0.45,0.2,0.31,0.27,0.17,0.93,0.48,0.52,0.5,0.36,0.56,0.69
unbvision.csv,0.89,0.51,0.35,0.58,0.5,1.0,0.6,0.22,0.64,0.57,0.32,0.4,0.38,0.0
wxstudio.csv,0.31,0.22,0.28,0.24,0.31,0.24,0.27,0.4,0.32,0.0,0.24,0.96,0.36,0.18
xbg.csv,0.22,0.12,0.09,0.0,0.0,0.0,0.11,0.0,0.02,1.0,0.02,0.0,0.06,0.02
