,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.23,0.57,0.34,0.98,0.38,0.48,0.65,0.15,0.74,0.29,0.68,0.45,0.62,0.08
elateportal.csv,0.09,0.43,0.35,0.78,0.48,0.37,0.48,0.21,0.47,0.18,0.67,0.58,0.46,1.0
gdis.csv,0.2,0.39,0.41,0.69,0.54,0.39,0.61,0.25,0.86,0.29,1.0,0.54,0.54,0.26
gzigzag.csv,0.58,0.43,1.0,0.45,0.19,0.52,0.45,0.3,0.39,0.08,0.39,0.18,0.44,0.81
icescrum.csv,0.62,0.51,0.35,0.38,0.33,0.5,0.37,0.0,0.37,0.24,0.74,0.21,1.0,0.12
jguard.csv,0.49,0.32,0.41,0.58,1.0,0.45,0.66,0.35,0.74,0.26,0.85,0.59,0.5,0.89
jitterbit.csv,0.61,1.0,0.46,0.51,0.31,0.41,0.64,0.07,0.66,0.32,0.62,0.14,0.47,0.93
jython.csv,1.0,0.41,0.37,0.71,0.43,0.41,0.11,0.14,0.86,0.18,0.07,0.53,0.48,0.47
personalaccess.csv,0.21,0.4,0.33,0.06,0.42,0.27,0.66,0.11,1.0,0.32,0.9,0.15,0.48,0.96
ppcboot.csv,0.23,0.44,0.39,0.74,0.44,0.44,0.96,0.34,0.73,0.24,0.77,0.38,0.62,0.94
repositorium.csv,0.14,0.37,0.33,0.22,0.31,0.3,0.69,0.95,0.72,0.24,0.62,0.37,0.5,0.84
unbvision.csv,0.6,0.51,0.39,0.7,0.42,1.0,0.61,0.25,0.82,0.25,0.42,0.37,0.51,0.92
wxstudio.csv,0.1,0.19,0.25,0.26,0.36,0.15,0.31,0.2,0.42,0.0,0.32,0.97,0.33,0.25
xbg.csv,0.28,0.17,0.11,0.0,0.0,0.0,0.15,0.0,0.03,1.0,0.03,0.0,0.1,0.04
