,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.93,0.42,0.75,0.03,0.76,0.58,0.64,0.79,0.57,0.55,0.58,0.8,0.6,1.01
elateportal.csv,0.92,0.59,0.65,0.49,0.59,0.71,0.71,0.68,0.73,0.85,0.64,0.78,0.81,0.0
gdis.csv,1.0,0.93,0.85,0.85,0.82,0.93,0.6,0.63,0.62,0.63,0.0,0.67,0.77,0.9
gzigzag.csv,0.41,0.63,0.0,0.7,0.88,0.55,0.7,0.73,0.76,0.92,0.83,0.89,0.66,0.32
icescrum.csv,0.33,0.58,0.65,0.77,0.77,0.55,0.79,1.02,0.77,0.76,0.48,0.87,0.0,0.95
jguard.csv,0.47,0.76,0.67,0.77,0.0,0.64,0.93,0.64,0.66,0.6,1.0,0.74,0.7,1.0
jitterbit.csv,0.22,0.0,0.56,0.97,0.78,0.65,0.76,0.93,0.54,0.55,1.03,0.95,0.62,0.67
jython.csv,0.0,0.79,0.84,1.0,0.89,0.93,0.94,0.99,0.93,0.96,0.98,0.79,0.62,1.06
personalaccess.csv,1.0,0.64,0.75,0.97,0.69,0.78,0.81,0.91,0.0,0.5,0.55,0.94,0.76,0.5
ppcboot.csv,0.96,0.66,0.73,0.48,0.71,0.75,0.07,0.5,0.5,0.68,0.75,0.9,0.72,0.5
repositorium.csv,1.01,0.67,0.86,0.94,0.77,0.77,0.96,0.09,0.84,0.63,0.73,0.75,0.77,0.55
unbvision.csv,0.19,0.55,0.91,0.47,0.82,0.0,0.63,0.82,0.67,0.77,0.76,0.9,0.89,1.0
wxstudio.csv,1.0,0.87,0.79,1.02,0.74,1.03,0.83,0.7,0.76,1.05,0.91,0.05,0.77,1.07
xbg.csv,0.82,0.9,0.93,1.0,1.01,1.0,0.91,1.0,0.98,0.0,0.98,1.0,0.95,0.98
