,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.93,0.27,0.65,0.0,0.54,0.54,0.58,0.47,0.44,0.4,0.38,0.65,0.59,0.33
elateportal.csv,0.13,0.43,0.29,0.48,0.36,0.11,0.44,0.57,0.28,0.76,0.46,0.76,0.75,0.0
gdis.csv,0.99,0.91,0.85,0.84,0.82,0.92,0.46,0.6,0.6,0.62,0.0,0.57,0.75,0.33
gzigzag.csv,0.07,0.17,0.0,0.04,0.14,0.12,0.29,0.07,0.16,0.29,0.38,0.06,0.19,0.0
icescrum.csv,0.07,0.1,0.29,0.0,0.45,0.14,0.38,0.22,0.0,0.13,0.31,0.12,0.0,0.17
jguard.csv,0.1,0.5,0.63,0.68,0.0,0.61,0.93,0.09,0.56,0.47,1.0,0.71,0.62,1.0
jitterbit.csv,0.13,0.0,0.52,0.88,0.34,0.15,0.73,0.17,0.24,0.24,0.92,0.33,0.22,0.67
jython.csv,0.0,0.76,0.82,1.0,0.84,0.93,0.01,0.92,0.92,0.93,0.15,0.73,0.41,0.83
personalaccess.csv,0.99,0.46,0.62,0.0,0.48,0.16,0.79,0.08,0.0,0.33,0.54,0.29,0.69,0.5
ppcboot.csv,0.96,0.6,0.7,0.44,0.59,0.74,0.02,0.21,0.32,0.64,0.69,0.71,0.72,0.5
repositorium.csv,0.9,0.26,0.82,0.44,0.23,0.11,0.96,0.0,0.76,0.38,0.54,0.33,0.72,0.5
unbvision.csv,0.17,0.13,0.9,0.0,0.73,0.0,0.52,0.03,0.64,0.76,0.23,0.69,0.88,1.0
wxstudio.csv,0.74,0.31,0.22,0.68,0.12,0.69,0.3,0.3,0.24,0.31,0.46,0.0,0.34,0.67
xbg.csv,0.02,0.03,0.05,0.0,0.12,0.02,0.05,0.0,0.04,0.0,0.0,0.02,0.0,0.0
