,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.42,0.53,0.01,0.52,0.0,0.18
codeblocks.csv,0.25,0.71,0.77,0.05,0.8,0.35
dataobjectsdotnet.csv,0.46,0.59,0.5,0.71,0.55,0.6
n2cms.csv,0.69,0.53,0.36,0.76,0.47,0.57
nug.csv,0.98,0.71,0.18,0.9,0.95,0.92
uclmda.csv,0.0,0.0,0.33,0.05,0.99,0.11
