,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.53,0.36,1.0,0.26,0.0,0.43
codeblocks.csv,0.63,0.32,0.84,0.12,0.97,0.48
dataobjectsdotnet.csv,0.4,0.24,0.87,0.26,0.95,0.58
n2cms.csv,0.67,0.26,0.88,0.27,0.94,0.45
nug.csv,0.42,0.63,0.7,0.21,0.97,0.42
uclmda.csv,0.0,0.0,0.81,0.17,1.0,0.35
