,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.47,0.43,0.02,0.35,0.0,0.25
codeblocks.csv,0.36,0.44,0.8,0.07,0.88,0.4
dataobjectsdotnet.csv,0.43,0.34,0.63,0.38,0.69,0.59
n2cms.csv,0.68,0.35,0.51,0.4,0.62,0.5
nug.csv,0.59,0.67,0.29,0.34,0.96,0.58
uclmda.csv,0.0,0.0,0.47,0.07,1.0,0.17
