,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.24,0.44,0.0,0.39,0.33,0.19
codeblocks.csv,0.09,0.69,0.44,0.09,0.67,0.29
dataobjectsdotnet.csv,0.45,0.89,0.23,0.52,0.83,0.33
n2cms.csv,0.22,0.72,0.15,0.55,0.83,0.53
nug.csv,0.86,0.19,0.23,0.9,0.67,0.97
uclmda.csv,0.03,0.0,0.23,0.06,0.0,0.16
