,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.22,0.61,0.26,0.31,0.53,0.2,0.66,0.61,0.38,0.73,0.66,0.5,0.11,0.36,0.99
atlc.csv,0.49,1.0,0.11,0.41,0.65,0.18,0.59,0.56,0.25,0.63,0.64,0.7,0.35,0.36,0.34
bwapi.csv,0.36,0.71,0.12,0.43,0.67,0.24,0.69,0.78,0.28,0.98,0.55,0.69,0.34,0.34,0.31
cubefs.csv,0.5,0.68,0.0,0.08,0.24,0.19,0.48,0.99,0.09,0.42,0.38,0.58,0.53,0.36,0.63
freewrl.csv,0.25,0.73,0.12,0.5,0.67,0.19,0.64,0.65,0.3,0.69,0.63,1.0,0.39,0.37,0.35
iaml.csv,0.32,0.72,0.0,0.1,0.49,0.17,0.97,0.37,0.33,0.67,0.57,0.56,0.25,0.25,0.51
jrdf.csv,0.27,0.54,0.0,0.0,0.15,0.26,0.29,0.4,0.1,0.06,0.31,0.12,1.0,0.3,0.54
kwave.csv,1.0,0.68,0.14,0.15,0.44,0.18,0.5,0.33,0.22,0.39,0.42,0.26,0.38,0.29,0.04
oscarmcmaster.csv,0.43,0.6,0.0,0.09,0.33,0.16,0.39,0.6,0.17,0.19,0.36,0.4,0.0,0.93,0.7
rtrt-on-gpu.csv,0.17,0.68,0.12,0.39,0.46,0.21,0.57,0.3,0.91,0.56,0.53,0.5,0.34,0.28,0.51
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.08,0.0,0.0,0.04,0.21
thrust.csv,0.2,0.46,0.0,0.91,0.3,0.25,0.38,0.37,0.33,0.15,0.24,0.47,0.37,0.22,0.09
tktoolkit.csv,0.43,0.49,0.0,0.3,0.21,0.94,0.69,0.36,0.48,0.15,0.34,0.66,0.33,0.24,0.27
xstore.csv,0.36,0.63,0.2,0.0,0.38,0.23,0.35,0.52,0.3,0.29,0.96,0.33,0.08,0.35,0.58
yaprm.csv,0.11,0.32,0.17,0.42,0.97,0.26,0.44,0.42,0.38,0.72,0.44,0.41,0.13,0.3,0.3
