,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.85,0.77,0.34,0.74,0.99,0.76,0.53,0.7,0.54,0.59,0.58,0.67,0.93,0.63,0.03
atlc.csv,0.5,0.0,0.94,0.76,0.9,0.88,0.77,0.72,0.78,0.87,0.79,0.76,0.93,0.67,0.92
bwapi.csv,0.93,0.9,0.86,0.96,0.92,0.92,0.88,0.97,0.84,0.05,0.91,0.8,0.97,0.79,0.96
cubefs.csv,0.52,0.7,1.17,0.96,0.89,0.74,0.81,0.03,1.03,0.8,0.77,0.56,0.43,0.65,0.38
freewrl.csv,0.95,0.8,0.84,0.66,0.79,0.89,0.76,0.75,0.78,0.93,0.94,0.0,0.71,0.77,0.87
iaml.csv,0.71,0.45,1.03,0.94,0.74,0.93,0.05,0.88,0.64,0.56,0.62,0.8,0.84,0.81,0.54
jrdf.csv,0.81,0.63,1.06,1.0,0.92,0.6,0.83,0.75,0.92,0.97,0.81,0.94,0.0,0.69,0.46
kwave.csv,0.0,0.5,0.57,0.89,0.7,0.84,0.71,0.8,0.76,0.79,0.74,0.85,0.56,0.7,0.98
oscarmcmaster.csv,0.63,0.73,1.0,0.95,0.81,0.84,0.75,0.92,0.9,0.93,0.77,0.73,1.01,0.13,0.35
rtrt-on-gpu.csv,0.89,0.48,0.72,0.71,0.71,0.7,0.68,0.82,0.04,0.75,0.64,0.72,0.62,0.76,0.49
theresa.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.98,1.0,1.0,0.98,0.96,1.0,1.0,0.98,0.89
thrust.csv,0.86,0.74,1.07,0.12,0.81,0.66,0.79,0.78,0.71,0.93,0.88,0.7,0.68,0.79,0.95
tktoolkit.csv,0.63,0.79,1.03,0.78,0.87,0.05,0.78,0.82,0.52,0.95,0.79,0.92,0.69,0.78,0.83
xstore.csv,0.7,0.59,0.45,1.01,0.75,0.88,0.79,0.67,0.72,0.85,0.07,0.79,0.94,0.62,0.47
yaprm.csv,1.01,0.94,0.49,0.66,0.05,0.71,0.7,0.79,0.61,0.43,0.78,0.75,0.89,0.68,0.74
