,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.16,0.57,0.15,0.25,0.42,0.17,0.69,0.7,0.25,0.83,0.61,0.57,0.25,0.25,1.0
atlc.csv,0.34,1.0,0.06,0.28,0.5,0.1,0.56,0.69,0.16,0.72,0.54,0.57,0.21,0.24,0.22
bwapi.csv,0.22,0.59,0.07,0.27,0.51,0.13,0.57,0.68,0.17,0.99,0.47,0.56,0.21,0.22,0.2
cubefs.csv,0.5,0.62,0.0,0.11,0.33,0.12,0.5,1.0,0.06,0.73,0.5,0.67,0.47,0.24,0.48
freewrl.csv,0.16,0.62,0.07,0.34,0.53,0.11,0.58,0.69,0.18,0.73,0.51,1.0,0.25,0.23,0.23
iaml.csv,0.22,0.74,0.0,0.33,0.48,0.1,0.97,0.55,0.29,0.85,0.6,0.5,0.16,0.17,0.53
jrdf.csv,0.5,0.69,0.0,0.0,0.75,0.17,0.57,0.83,0.09,0.5,0.75,0.33,1.0,0.25,0.49
kwave.csv,1.0,0.72,0.08,0.22,0.54,0.11,0.58,0.84,0.15,0.76,0.53,0.45,0.28,0.22,0.08
oscarmcmaster.csv,0.5,0.58,0.0,0.2,0.43,0.15,0.68,0.62,0.5,0.58,0.57,0.62,0.0,1.0,0.74
rtrt-on-gpu.csv,0.13,0.76,0.07,0.28,0.5,0.13,0.59,0.82,0.83,0.75,0.59,0.52,0.25,0.19,0.39
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.0,0.0,1.0,1.0,0.0,0.0,0.25,1.0
thrust.csv,0.15,0.57,0.0,0.94,0.78,0.18,0.53,0.73,0.38,0.61,0.38,0.55,0.42,0.2,0.17
tktoolkit.csv,0.5,0.53,0.0,0.4,0.5,0.92,0.59,0.63,0.45,0.52,0.5,0.52,0.33,0.18,0.2
xstore.csv,0.42,0.66,0.12,0.0,0.52,0.13,0.55,0.77,0.3,0.72,0.96,0.67,0.11,0.26,0.61
yaprm.csv,0.08,0.39,0.1,0.3,1.0,0.23,0.69,0.65,0.24,0.97,0.48,0.53,0.13,0.23,0.29
