,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.38,0.66,1.0,0.41,0.7,0.26,0.64,0.55,0.8,0.65,0.72,0.44,0.07,0.66,0.97
atlc.csv,0.88,1.0,1.0,0.76,0.92,0.61,0.64,0.48,0.6,0.56,0.78,0.89,1.0,0.74,0.69
bwapi.csv,0.94,0.9,1.0,1.0,0.97,0.96,0.88,0.91,0.8,0.96,0.67,0.89,1.0,0.81,0.63
cubefs.csv,0.5,0.76,0.0,0.06,0.19,0.39,0.46,0.97,0.2,0.3,0.3,0.52,0.6,0.68,0.94
freewrl.csv,0.56,0.9,1.0,0.94,0.92,0.7,0.73,0.62,0.8,0.66,0.85,1.0,0.93,0.87,0.69
iaml.csv,0.56,0.71,0.0,0.06,0.51,0.65,0.96,0.27,0.4,0.55,0.54,0.63,0.53,0.49,0.49
jrdf.csv,0.19,0.44,0.0,0.0,0.08,0.57,0.19,0.26,0.1,0.03,0.2,0.07,1.0,0.38,0.6
kwave.csv,1.0,0.63,0.67,0.12,0.38,0.61,0.44,0.21,0.4,0.26,0.35,0.19,0.6,0.45,0.03
oscarmcmaster.csv,0.38,0.61,0.0,0.06,0.27,0.17,0.27,0.58,0.1,0.11,0.26,0.3,0.0,0.87,0.66
rtrt-on-gpu.csv,0.25,0.61,0.33,0.65,0.43,0.52,0.54,0.18,1.0,0.44,0.48,0.48,0.53,0.53,0.71
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.04,0.0,0.0,0.02,0.11
thrust.csv,0.31,0.39,0.0,0.88,0.19,0.39,0.29,0.25,0.3,0.09,0.17,0.41,0.33,0.26,0.06
tktoolkit.csv,0.38,0.46,0.0,0.24,0.14,0.96,0.82,0.25,0.5,0.09,0.26,0.89,0.33,0.34,0.4
xstore.csv,0.31,0.61,0.67,0.0,0.3,0.91,0.26,0.39,0.3,0.19,0.96,0.22,0.07,0.51,0.54
yaprm.csv,0.19,0.27,0.67,0.71,0.95,0.3,0.33,0.31,0.9,0.57,0.41,0.33,0.13,0.43,0.31
