,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.0,1.0,1.0,1.0,3.0,0.0,1.0,11.0,1.0
bloodycore.csv,11.0,0.0,0.0,0.0,2.0,5.0,1.0,6.0,1.0
dvd-create.csv,6.0,2.0,0.0,0.0,1.0,5.0,3.0,11.0,4.0
dvt.csv,5.0,0.0,0.0,0.0,4.0,11.0,1.0,6.0,0.0
gbif-indexingtoolkit.csv,1.0,2.0,24.0,0.0,0.0,4.0,2.0,7.0,12.0
mumble.csv,5.0,0.0,21.0,0.0,0.0,81.0,0.0,0.0,1.0
planeshift.csv,36.0,0.0,11.0,1.0,4.0,2.0,0.0,11.0,0.0
truevision.csv,4.0,20.0,0.0,0.0,8.0,8.0,3.0,6.0,0.0
zorannt.csv,0.0,20.0,2.0,0.0,2.0,12.0,3.0,1.0,1.0
