,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.05,0.44,0.41,0.41,0.56,0.75,0.27,0.53,0.47
bloodycore.csv,0.05,0.2,0.89,0.39,0.45,0.17,0.31,0.1,0.2
dvd-create.csv,0.64,0.75,0.57,0.97,0.59,0.57,0.59,0.67,0.66
dvt.csv,0.11,0.94,0.33,0.25,0.21,0.53,0.22,0.28,0.04
gbif-indexingtoolkit.csv,0.16,0.12,0.09,0.11,0.93,0.17,0.22,0.05,0.1
mumble.csv,0.4,0.17,0.52,0.4,0.4,0.0,0.4,0.97,0.54
planeshift.csv,0.6,0.66,0.59,0.64,0.39,0.7,0.99,0.64,0.66
truevision.csv,0.71,0.56,0.44,0.62,0.23,0.61,0.63,0.68,0.98
zorannt.csv,0.89,0.32,0.27,0.11,0.74,0.17,0.23,0.05,0.3
