,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.12,0.36,0.14,0.74,0.22,1.0,0.72,0.27,0.34
bloodycore.csv,0.08,0.7,1.0,0.81,0.16,0.22,0.71,0.22,0.14
dvd-create.csv,0.18,0.41,0.16,1.0,0.2,0.21,0.78,0.34,0.41
dvt.csv,0.06,1.0,0.19,0.73,0.11,0.17,0.8,0.25,0.5
gbif-indexingtoolkit.csv,0.38,0.29,0.14,0.5,1.0,0.11,0.7,0.11,0.17
mumble.csv,0.27,0.24,0.23,0.96,0.24,0.0,0.77,1.0,0.54
planeshift.csv,0.17,0.4,0.16,0.84,0.15,0.23,1.0,0.33,0.41
truevision.csv,0.25,0.3,0.17,0.84,0.16,0.2,0.82,0.37,1.0
zorannt.csv,1.0,0.23,0.18,1.0,0.27,0.07,0.73,0.33,0.38
