,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.88,0.51,0.37,0.49,0.48,0.9,0.91,0.45,0.39
bloodycore.csv,0.92,0.9,0.98,0.84,0.66,0.89,0.8,0.89,0.71
dvd-create.csv,0.47,0.47,0.47,0.39,0.37,0.53,0.38,0.4,0.33
dvt.csv,0.94,0.74,0.95,0.82,0.83,0.71,0.97,0.79,0.5
gbif-indexingtoolkit.csv,0.88,0.93,0.97,0.93,0.9,0.94,0.97,0.89,0.94
mumble.csv,0.7,0.64,0.57,0.52,0.59,0.67,0.51,0.62,0.54
planeshift.csv,0.5,0.36,0.36,0.37,0.41,0.38,0.38,0.41,0.33
truevision.csv,0.55,0.54,0.58,0.41,0.36,0.43,0.42,0.46,0.59
zorannt.csv,0.95,0.96,0.99,0.86,0.64,0.97,0.98,0.67,0.85
