,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.25,0.5,0.22,0.91,0.28
minig.csv,0.98,0.74,0.28,1.0,0.03
ossbuild.csv,0.2,0.28,0.33,0.22,0.2
rezilla.csv,0.3,0.43,0.1,0.45,0.01
webdriver.csv,0.22,0.26,0.61,0.01,0.32
