,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.2,0.18,0.17,0.1,0.05,0.11,0.16,0.11,0.99,0.0,0.27,0.41,0.0,0.02,0.06
botsnscouts.csv,0.59,0.33,0.55,0.71,0.69,0.56,0.09,0.29,0.71,0.55,0.61,0.31,0.84,0.64,0.62,0.64,0.6,0.56,0.76
bscwweasel.csv,0.61,0.02,0.54,0.42,0.47,0.72,0.55,0.53,0.18,0.3,0.38,0.21,0.47,0.81,0.46,0.56,0.27,0.31,0.6
bzbyte.csv,0.35,0.0,0.0,0.0,0.66,0.5,0.0,0.57,0.49,0.0,0.0,0.0,0.0,0.09,0.78,0.0,0.0,0.0,0.0
capcode.csv,0.38,0.04,0.55,0.27,0.6,0.54,0.42,0.8,0.56,0.66,0.62,0.62,0.65,0.35,0.56,0.55,0.46,0.0,0.54
emite.csv,0.57,0.53,0.11,0.54,0.41,0.34,0.41,0.42,0.34,0.2,0.56,0.56,0.89,0.24,0.39,0.52,0.67,0.12,0.23
fbmanager.csv,0.37,0.32,0.32,0.7,0.61,0.35,0.59,0.57,0.48,0.26,0.21,0.39,0.54,0.76,0.44,0.0,0.04,0.65,0.58
lcfizvtop.csv,0.4,0.06,0.67,0.57,0.57,0.48,0.65,0.57,0.71,0.62,0.59,0.78,0.0,0.76,0.67,0.63,0.43,0.64,0.7
mediaportal.csv,0.3,0.63,0.42,0.07,0.53,0.53,0.73,0.6,0.45,0.11,0.57,0.11,0.7,0.24,0.19,0.6,0.12,0.34,0.44
nodal.csv,0.21,0.01,0.48,0.18,0.59,0.53,0.22,0.46,0.13,0.65,0.32,0.31,0.0,0.44,0.3,0.55,0.16,0.41,0.61
paintown.csv,0.71,0.0,0.62,0.71,0.24,0.05,0.27,0.0,0.0,0.22,0.0,0.59,0.21,0.27,0.56,0.59,0.46,0.0,0.0
powerfolder.csv,0.48,0.51,0.26,0.59,0.55,0.57,0.79,0.34,0.35,0.25,0.3,0.58,0.69,0.98,0.43,0.42,0.07,0.19,0.35
retromenu.csv,0.15,0.41,0.11,0.43,0.28,0.34,0.77,0.59,0.49,0.26,0.41,0.41,0.0,0.24,0.27,0.4,0.27,0.2,0.23
smbopensoft.csv,0.41,0.81,0.44,0.33,0.63,0.66,0.43,0.62,0.46,0.7,0.0,0.68,0.36,0.53,0.5,0.21,0.52,0.0,0.72
sqlpower-library.csv,0.13,0.09,0.55,0.42,0.63,0.64,0.77,0.53,0.0,0.57,0.46,0.0,0.0,0.57,0.56,0.0,0.49,0.0,0.63
st-filteredstatistics.csv,0.68,0.17,0.41,0.53,0.23,0.57,0.17,0.55,0.8,0.13,0.78,0.45,0.63,0.38,0.56,0.41,0.54,0.0,0.26
triplea.csv,0.63,0.35,0.72,0.59,0.58,0.51,0.0,0.49,0.47,0.42,0.59,0.63,0.49,0.57,0.59,0.56,0.48,0.0,0.6
uface.csv,0.59,0.0,0.34,0.58,0.62,0.72,0.61,0.63,0.27,0.52,0.3,0.67,0.0,0.64,0.56,0.4,0.63,0.0,0.94
