,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.17,0.15,0.14,0.08,0.04,0.09,0.13,0.09,1.0,0.0,0.23,0.38,0.0,0.02,0.05
botsnscouts.csv,0.56,0.97,0.53,0.71,0.83,0.55,1.0,0.83,0.7,0.78,0.59,0.27,1.0,0.8,0.72,0.68,0.61,0.5,0.74
bscwweasel.csv,0.6,0.02,0.53,0.38,0.43,0.7,0.52,0.5,0.15,0.26,0.33,0.18,0.67,0.8,0.42,0.55,0.23,0.26,0.56
bzbyte.csv,0.38,0.0,0.0,1.0,0.85,0.85,1.0,1.0,0.59,1.0,1.0,1.0,1.0,1.0,0.81,0.0,1.0,0.81,0.99
capcode.csv,0.53,0.03,0.81,0.24,0.65,0.9,0.38,0.83,0.59,0.87,0.82,0.73,1.0,0.6,0.56,0.68,0.48,0.84,0.51
emite.csv,0.57,0.92,0.09,0.53,0.37,0.3,0.38,0.42,0.3,0.17,0.64,0.55,1.0,0.2,0.35,0.5,0.71,0.1,0.19
fbmanager.csv,0.32,0.28,0.28,0.68,0.57,0.3,0.57,0.58,0.44,0.22,0.18,0.36,1.0,0.8,0.4,0.0,0.03,0.6,0.53
lcfizvtop.csv,0.37,0.05,0.78,0.53,0.67,0.45,0.95,0.58,0.81,0.91,0.77,0.82,0.0,0.8,0.7,0.88,0.39,0.59,0.67
mediaportal.csv,0.26,0.63,0.38,0.06,0.48,0.5,0.76,0.58,0.41,0.09,0.54,0.09,0.67,0.2,0.16,0.57,0.1,0.29,0.39
nodal.csv,0.18,0.01,0.44,0.15,0.8,0.5,0.19,0.42,0.11,0.61,0.28,0.27,0.0,0.4,0.26,0.55,0.13,0.36,0.57
paintown.csv,0.69,0.99,0.69,0.85,0.93,1.0,0.9,0.92,0.85,0.7,0.97,0.64,1.0,1.0,0.58,0.67,0.68,0.6,0.98
powerfolder.csv,0.44,0.72,0.22,0.59,0.57,0.6,0.9,0.33,0.3,0.22,0.26,0.55,0.67,1.0,0.39,0.38,0.06,0.16,0.32
retromenu.csv,0.12,0.36,0.09,0.38,0.24,0.3,0.76,0.58,0.44,0.22,0.36,0.36,0.0,0.2,0.23,0.36,0.23,0.17,0.19
smbopensoft.csv,0.74,0.81,0.94,0.29,0.89,0.85,1.0,0.67,0.96,0.87,1.0,0.73,1.0,0.8,0.74,0.94,0.87,0.97,0.7
sqlpower-library.csv,0.93,1.0,0.81,0.94,0.61,0.9,1.0,0.92,1.0,0.83,0.95,1.0,1.0,0.8,0.74,1.0,0.87,0.95,0.62
st-filteredstatistics.csv,0.71,0.88,0.81,0.79,0.83,0.65,1.0,0.92,1.0,0.87,0.77,0.64,0.67,0.8,0.74,0.91,0.61,0.84,0.83
triplea.csv,0.65,0.97,0.72,0.59,0.78,0.95,1.0,0.67,1.0,0.83,0.97,0.64,1.0,1.0,0.74,0.88,0.74,0.91,0.95
uface.csv,0.78,1.0,0.84,0.94,0.65,0.85,1.0,0.83,0.96,0.52,0.97,0.91,1.0,1.0,0.91,0.93,0.71,0.95,0.94
