,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.75,0.25,0.17,0.66,1.0,0.67,0.51,0.08
enlightenment.csv,0.77,0.3,0.15,0.99,0.45,0.77,0.4,0.08
ildjit.csv,0.43,1.0,0.14,0.6,0.0,0.82,0.25,0.0
jfreereport.csv,0.54,0.26,1.0,0.56,0.42,0.53,0.37,0.07
lufa-lib.csv,0.66,0.09,0.19,0.64,0.5,0.72,1.0,0.11
pcsx2.csv,0.76,0.13,0.17,0.59,0.48,0.99,0.42,0.03
psycle.csv,0.99,0.19,0.16,0.64,0.44,0.72,0.5,0.06
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
