,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.4,0.54,0.53,0.47,1.0,0.49,0.59,0.5
enlightenment.csv,0.53,0.56,0.6,0.97,0.41,0.67,0.36,0.15
ildjit.csv,0.02,0.94,0.05,0.02,0.0,0.1,0.01,0.0
jfreereport.csv,0.35,0.62,0.92,0.45,0.38,0.33,0.43,0.29
lufa-lib.csv,0.44,0.17,0.55,0.55,0.22,0.56,0.97,0.52
pcsx2.csv,0.46,0.3,0.65,0.57,0.37,0.98,0.09,0.14
psycle.csv,0.98,0.47,0.61,0.52,0.43,0.66,0.64,0.39
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
