,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.36,0.55,0.51,0.44,1.0,0.47,0.6,0.5
enlightenment.csv,0.5,0.55,0.78,0.97,0.39,0.7,0.32,0.12
ildjit.csv,0.02,0.93,0.04,0.02,0.0,0.08,0.01,0.0
jfreereport.csv,0.34,0.72,0.9,0.43,0.36,0.31,0.42,0.25
lufa-lib.csv,0.41,0.14,0.53,0.55,0.19,0.55,0.96,0.5
pcsx2.csv,0.42,0.28,0.72,0.65,0.75,0.98,0.97,0.12
psycle.csv,0.98,0.52,0.88,0.51,0.47,0.75,0.7,0.38
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
