,recall,precision,pf,pci_20,ifa,wins
aufs.csv,0.265,0.445,0.22,0.7,1.0,13
crux-framework.csv,0.30000000000000004,0.28500000000000003,0.22,0.85,1.5,9
etherboot.csv,0.525,0.44,0.19,0.505,1.0,12
freebios.csv,0.43,0.3,0.45499999999999996,0.725,2.0,2
gebr.csv,0.98,0.32,0.955,0.39,1.0,1
gnukeda.csv,0.54,0.345,0.405,0.53,1.5,7
google-gears.csv,0.835,0.35,0.6799999999999999,0.44,1.5,4
gstreamer.csv,0.735,0.33,0.735,0.435,1.0,3
jnode.csv,0.11,0.265,0.1,0.83,2.0,5
metacosm.csv,0.33999999999999997,0.43,0.155,0.595,1.0,11
openmeetings.csv,0.46499999999999997,0.5249999999999999,0.16,0.515,2.0,10
pgui.csv,0.675,0.32,0.45,0.44,3.0,0
tradelink.csv,0.66,0.32999999999999996,0.61,0.595,1.5,6
wxcrp.csv,0.855,0.4,0.835,0.445,1.0,8
