,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.71,0.91,0.9,0.74,0.75,0.52,0.98,0.99,1.0,0.84,0.66,0.96,0.81,0.83
crux-framework.csv,0.82,0.64,0.81,0.82,0.87,0.92,0.81,0.89,0.7,0.9,0.75,0.75,0.09,0.94
etherboot.csv,0.94,0.47,1.0,0.92,0.59,0.73,0.79,0.47,1.0,1.0,0.97,1.0,0.76,0.97
freebios.csv,0.91,0.88,0.84,0.75,0.77,0.86,0.33,0.99,0.62,0.85,0.91,0.9,0.73,0.73
gebr.csv,0.89,1.0,0.96,0.94,0.84,0.95,1.0,0.36,0.89,0.99,0.81,0.97,1.0,1.0
gnukeda.csv,0.74,0.71,0.74,0.4,0.68,0.48,0.88,0.71,0.86,0.65,0.85,0.89,0.81,0.84
google-gears.csv,0.51,0.84,0.65,0.62,0.79,0.97,0.99,0.78,0.96,0.65,0.43,0.59,0.59,0.97
gstreamer.csv,0.71,0.95,0.94,0.58,0.82,0.87,0.87,0.54,0.77,0.77,0.64,0.4,0.93,1.0
jnode.csv,0.9,0.71,0.27,0.77,1.0,1.0,0.88,0.93,0.98,0.95,0.89,0.98,0.7,0.93
metacosm.csv,0.72,0.6,0.75,0.78,0.84,0.68,0.98,0.6,0.68,0.61,0.71,0.81,0.45,0.34
openmeetings.csv,0.51,0.19,0.46,0.8,0.68,0.55,0.96,0.59,0.57,0.74,0.79,0.59,0.73,0.55
pgui.csv,0.69,0.84,1.0,0.52,0.78,0.78,0.87,0.44,0.38,0.84,0.48,1.0,0.98,1.0
tradelink.csv,0.83,0.88,0.78,0.65,0.83,0.85,0.77,0.53,0.83,0.43,0.78,0.81,0.64,0.72
wxcrp.csv,0.45,0.91,0.94,0.85,1.0,0.71,0.91,1.0,0.89,0.5,0.71,0.81,0.73,0.92
