,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.81,0.7,0.72,0.75,0.77,0.76,1.0,1.0,0.68,0.8,0.8,0.91,0.72,0.85,0.79
cornerstone.csv,0.03,0.18,0.5,0.02,0.71,0.71,0.27,0.11,0.39,0.7,0.18,0.16,0.72,0.59,0.0
esmf.csv,0.9,0.67,0.11,0.76,0.87,0.71,0.67,0.61,0.38,0.4,0.63,0.79,0.08,0.94,0.58
frogatto.csv,0.87,0.88,0.77,0.79,0.9,0.73,0.73,1.0,0.71,0.7,0.95,0.98,0.67,0.97,0.75
gretl.csv,0.65,0.64,0.89,0.76,0.66,0.76,1.0,0.78,0.72,0.65,0.57,0.69,0.97,0.74,0.71
kindb.csv,0.74,0.3,0.77,0.65,0.52,0.88,0.8,1.0,0.28,0.05,0.48,0.78,0.58,0.85,0.42
libtorrent.csv,1.0,0.91,0.55,0.81,0.96,0.9,1.0,0.78,0.81,0.4,0.74,0.69,0.72,1.0,0.88
mia.csv,0.48,0.21,0.05,0.43,0.26,0.59,0.13,0.67,0.47,0.3,0.61,0.23,0.0,0.85,0.29
open-beos.csv,0.55,0.61,0.34,0.63,0.63,0.35,0.33,0.5,0.91,0.5,0.6,0.52,0.47,1.0,0.29
pidgin.csv,0.77,0.64,0.64,0.49,0.75,0.73,0.33,0.5,0.54,0.1,0.58,0.59,0.72,0.62,0.58
quantlib.csv,0.42,0.88,0.98,1.0,1.0,0.41,0.47,0.28,1.0,0.05,0.49,0.29,0.08,0.53,0.67
riff-evolve.csv,0.39,0.52,0.62,0.43,0.61,0.67,0.73,0.72,0.31,0.2,0.42,0.66,0.58,0.44,0.17
tokratan.csv,0.42,0.73,0.19,0.47,0.83,0.43,0.6,0.94,0.62,0.4,0.55,0.6,0.22,0.76,0.08
upp-mirror.csv,0.39,0.64,0.7,0.48,0.56,0.29,0.53,0.72,0.32,0.1,0.53,0.4,0.42,0.5,0.67
wxcrp.csv,0.61,0.76,0.67,0.83,0.36,0.73,0.87,0.83,0.24,0.3,0.59,0.91,0.64,0.18,0.79
