,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.69,0.2,0.53,0.45,0.56,0.54,0.76,0.93,0.06,0.38,0.2,0.68,0.04,0.62,0.52,0.58,0.37,0.49,0.27,0.2
bzbyte.csv,0.51,0.41,0.51,0.21,0.53,0.68,0.2,0.66,0.46,0.39,0.38,0.33,0.42,0.54,0.42,0.48,0.98,0.17,0.61,0.7
carabiner.csv,0.0,0.67,0.62,0.56,0.74,0.78,0.64,0.65,0.27,0.35,0.51,0.65,0.58,0.71,0.55,0.82,0.6,1.0,0.45,0.46
chipster.csv,0.59,0.27,1.0,0.43,0.61,0.48,0.62,0.47,0.16,0.5,0.0,0.65,0.04,0.58,0.33,0.31,0.3,0.36,0.37,0.44
continuum-ide.csv,0.31,0.38,0.21,0.15,0.28,0.48,0.95,0.57,0.0,0.44,0.0,0.13,0.12,0.65,0.0,0.09,0.15,0.11,0.24,0.2
ctrlr.csv,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.92,0.05,0.2,0.07,0.0,0.04,0.0,0.0,0.05,0.0,0.04,0.07
galaxium.csv,0.69,0.53,0.37,0.43,0.59,0.71,0.39,0.59,0.0,0.37,0.2,0.93,0.17,0.4,0.47,0.38,0.32,0.17,0.11,0.11
ingex.csv,0.36,0.27,0.2,0.47,0.53,0.42,0.28,0.47,0.61,0.15,0.38,0.34,0.98,0.51,0.34,0.51,0.17,0.06,0.13,0.27
itext.csv,0.47,0.35,0.4,0.47,0.6,0.47,0.55,0.63,0.28,0.34,0.0,0.65,0.17,0.99,0.46,0.61,0.44,0.27,0.2,0.33
jgnash.csv,0.11,0.07,0.13,0.11,0.93,0.09,0.21,0.19,0.12,0.19,0.2,0.34,0.09,0.37,0.0,0.38,0.15,0.21,0.11,0.27
jppf-project.csv,0.23,0.33,0.48,0.38,0.35,0.21,0.0,0.44,0.0,1.0,0.05,0.46,0.24,0.0,0.17,0.36,0.52,0.43,0.68,0.0
jsr308-langtools.csv,0.56,0.53,0.58,0.5,0.62,1.0,0.65,0.73,0.47,0.61,0.34,0.67,0.52,0.72,0.6,0.67,0.44,0.37,0.4,0.54
lite.csv,0.0,0.11,0.11,0.04,0.05,0.12,0.21,0.15,0.0,0.04,0.0,0.2,0.0,0.07,0.0,0.89,0.13,0.0,0.07,0.04
octet.csv,0.43,0.46,0.25,0.35,0.19,0.59,0.49,0.6,0.17,0.39,0.2,0.27,0.35,0.53,0.88,0.57,0.11,0.17,0.43,0.17
owfs.csv,0.92,0.39,0.36,0.2,0.14,0.42,0.57,0.41,0.06,0.16,0.2,0.39,0.53,0.49,0.34,0.59,0.44,0.06,0.56,0.11
sidekar.csv,0.65,0.52,0.59,0.98,0.73,0.87,0.6,0.7,0.17,0.65,0.37,0.74,0.74,0.6,0.47,0.68,0.46,0.45,0.44,0.44
stemkit.csv,0.0,0.11,0.04,0.02,0.05,0.0,0.0,0.0,0.28,0.01,0.86,0.07,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.17
ta3d.csv,0.55,0.4,0.59,0.6,0.57,0.65,0.41,0.46,0.6,0.63,0.41,0.51,0.52,0.47,0.42,0.56,0.37,0.28,0.67,0.98
tigermud.csv,0.0,0.4,0.51,0.53,0.59,0.63,0.43,0.41,0.33,0.0,0.51,0.38,0.24,0.44,0.42,0.26,0.37,0.49,0.96,0.2
utgb.csv,0.31,1.0,0.41,0.19,0.32,0.52,0.65,0.65,0.42,0.26,0.0,0.3,0.38,0.4,0.62,0.48,0.42,0.54,0.23,0.27
