,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.23,0.5,0.41,0.76,0.29,0.79,0.47,1.0,1.0,0.92,0.09,0.57,0.2,0.74,0.11,0.28,0.9,0.28,0.62,0.6
bzbyte.csv,0.17,0.44,0.42,0.62,0.14,0.68,0.27,0.31,0.24,0.92,0.06,0.29,0.28,0.52,0.12,0.28,1.0,0.29,0.66,0.79
carabiner.csv,0.17,0.62,0.5,0.71,0.27,0.8,0.37,0.31,0.15,0.9,0.09,0.37,0.41,0.67,0.13,0.44,0.8,1.0,0.78,0.71
chipster.csv,0.19,0.57,0.99,0.8,0.24,0.58,0.37,0.32,0.1,0.95,0.0,0.5,0.17,0.68,0.18,0.29,0.83,0.35,0.55,0.65
continuum-ide.csv,0.25,0.67,0.43,0.73,0.29,0.81,1.0,0.44,0.0,0.95,0.0,0.25,0.43,0.78,0.0,0.17,1.0,0.67,0.7,0.75
ctrlr.csv,0.0,0.0,0.3,0.33,0.0,0.0,0.0,0.0,1.0,0.67,0.08,0.29,0.0,0.33,0.0,0.0,1.0,0.0,1.0,0.4
galaxium.csv,0.23,0.68,0.47,0.8,0.27,0.95,0.35,0.48,0.0,1.0,0.12,1.0,0.33,0.86,0.23,0.45,0.8,0.23,0.43,0.75
ingex.csv,0.11,0.73,0.37,0.84,0.41,0.85,0.36,0.34,0.31,0.92,0.2,0.56,1.0,0.57,1.0,0.39,0.8,0.14,0.57,0.73
itext.csv,0.17,0.5,0.46,0.67,0.33,0.76,0.39,0.41,0.33,0.93,0.0,0.4,0.21,0.97,0.14,0.38,0.75,0.28,0.43,0.71
jgnash.csv,0.08,0.4,0.47,0.67,1.0,0.67,0.33,0.5,0.22,1.0,0.5,0.56,1.0,0.92,0.0,0.42,1.0,0.57,0.6,0.89
jppf-project.csv,0.14,0.5,0.41,0.65,0.15,0.6,0.3,0.27,0.26,1.0,0.08,0.31,0.36,0.53,0.12,0.29,0.74,0.31,0.7,0.69
jsr308-langtools.csv,0.19,0.53,0.48,0.67,0.2,1.0,0.36,0.37,0.23,0.94,0.04,0.41,0.37,0.69,0.25,0.35,0.79,0.54,0.59,0.73
lite.csv,0.0,1.0,0.75,1.0,0.33,1.0,0.33,0.7,0.0,1.0,0.0,0.67,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0
octet.csv,0.2,0.56,0.36,0.71,0.09,0.67,0.35,0.32,0.15,0.94,0.07,0.31,0.38,0.51,1.0,0.5,0.56,0.25,0.56,0.5
owfs.csv,0.91,0.92,0.43,0.79,0.09,1.0,0.5,0.47,0.14,1.0,0.11,0.48,0.67,0.79,0.5,0.33,0.79,0.33,0.67,0.6
sidekar.csv,0.29,0.51,0.47,1.0,0.23,0.84,0.36,0.34,0.23,0.94,0.09,0.4,0.52,0.6,0.18,0.45,0.83,0.47,0.74,0.64
stemkit.csv,0.0,0.75,0.22,0.33,0.06,0.0,0.0,0.0,0.29,1.0,1.0,0.18,0.33,0.0,0.0,0.0,0.0,0.2,0.0,0.56
ta3d.csv,0.2,0.52,0.45,0.66,0.16,0.67,0.27,0.26,0.29,0.95,0.09,0.28,0.41,0.5,0.12,0.28,0.77,0.27,0.7,1.0
tigermud.csv,0.0,0.52,0.38,0.63,0.19,0.66,0.3,0.22,0.22,0.9,0.09,0.22,0.38,0.45,0.12,0.25,0.77,0.31,0.94,0.67
utgb.csv,0.25,1.0,0.42,0.83,0.13,0.68,0.46,0.38,0.29,1.0,0.0,0.43,0.43,0.71,0.5,0.26,0.73,0.5,0.58,0.8
