,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.51,0.45,0.0,0.3,0.7,0.37,0.51,0.6,0.14,0.47,0.48,0.56,0.18,0.55,0.6,0.36,0.47
botsnscouts.csv,0.51,0.45,0.3,0.26,0.22,0.33,0.73,0.53,0.57,0.37,0.38,0.55,0.38,0.73,0.43,0.2,0.55
cities3d.csv,0.24,0.47,0.39,0.28,0.55,0.23,0.13,0.06,0.09,0.29,0.03,0.45,0.0,0.48,0.38,0.2,0.69
dynalloy.csv,0.73,0.39,0.0,0.2,0.57,0.48,0.54,0.68,0.42,0.13,0.73,0.56,0.47,0.79,0.51,0.96,0.83
electric-core.csv,0.54,0.48,0.0,0.23,0.6,0.45,0.64,0.59,0.46,0.32,0.68,0.58,0.47,0.6,0.59,0.96,0.53
findbugs.csv,0.47,0.5,0.29,0.34,0.61,0.36,0.26,0.57,0.35,0.32,0.48,0.55,0.42,0.77,0.6,0.88,0.73
img-browse-sort.csv,0.43,0.35,0.06,0.19,0.42,0.38,0.59,0.62,0.43,0.32,0.56,0.62,0.67,0.68,0.54,0.92,0.24
jparsec.csv,0.46,0.35,0.43,0.16,0.46,0.39,0.64,0.55,0.96,0.35,0.68,0.65,0.45,0.8,0.52,0.22,0.63
moast.csv,0.5,0.2,0.0,0.13,0.26,0.51,0.63,0.53,0.47,0.22,0.54,0.43,0.39,0.24,0.49,0.98,0.51
mptvseries.csv,0.45,0.5,0.0,0.25,0.65,0.41,0.42,0.65,0.15,0.13,0.43,0.59,0.64,0.58,0.5,0.0,0.57
mvnforum.csv,0.3,0.12,0.0,0.0,0.42,0.52,0.49,0.51,0.45,0.14,0.53,0.48,0.21,0.3,0.3,0.76,0.28
nosleepsoftware.csv,0.04,0.04,0.6,0.07,0.14,0.09,0.0,0.13,0.69,0.0,0.0,0.0,0.08,0.26,0.05,0.02,0.09
ogre.csv,0.4,0.3,0.47,0.13,0.31,0.24,0.67,0.38,0.97,0.23,0.52,0.44,0.36,0.68,0.48,0.9,0.69
openfrag.csv,0.49,0.45,0.0,0.21,0.68,0.5,0.71,0.72,0.23,0.32,0.76,0.56,0.48,0.66,0.57,0.93,0.72
qdvdauthor.csv,0.44,0.36,0.0,0.0,0.58,0.45,0.32,0.57,0.5,0.19,0.64,0.56,0.35,0.78,0.44,0.87,0.57
sumatrapdf.csv,0.53,0.39,0.35,0.17,0.6,0.47,0.59,0.76,0.81,0.32,0.69,0.57,0.51,0.76,0.57,0.94,0.86
zxing.csv,0.57,0.5,0.05,0.26,0.64,0.52,0.58,0.49,0.24,0.35,0.5,0.55,0.45,0.75,0.59,0.87,0.84
