,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,60.0,0.0,6.0,3.0,0.0,5.0,2.0,133.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,67.0,0.0,27.0
dxengine.csv,1.0,0.0,0.0,2.0,2.0,5.0,8.0,133.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,67.0,0.0,65.0
e-bio-flow.csv,1.0,2.0,5.0,3.0,0.0,14.0,1.0,133.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,28.0
emono.csv,2.0,1.0,2.0,0.0,14.0,16.0,76.0,133.0,0.0,0.0,12.0,0.0,1.0,0.0,16.0,0.0,67.0,0.0,4.0
freedom-erp.csv,4.0,0.0,2.0,1.0,105.0,8.0,10.0,3.0,84.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,32.0
haggle.csv,6.0,0.0,12.0,0.0,0.0,14.0,0.0,13.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,166.0,67.0,3.0,4.0
jbpm.csv,3.0,2.0,1.0,0.0,6.0,2.0,0.0,133.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,67.0,2.0,65.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,84.0,114.0,67.0,68.0,81.0,225.0,147.0,166.0,0.0,121.0,65.0
jmoney.csv,0.0,0.0,1.0,0.0,6.0,4.0,2.0,133.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,11.0
jmonkeyengine.csv,2.0,2.0,6.0,0.0,7.0,9.0,8.0,133.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,9.0,0.0,65.0
jsidplay2.csv,6.0,1.0,4.0,0.0,34.0,29.0,72.0,18.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,67.0,0.0,2.0
log4net.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,0.0,84.0,114.0,67.0,68.0,81.0,225.0,147.0,166.0,67.0,121.0,65.0
matrex.csv,3.0,0.0,1.0,0.0,12.0,3.0,17.0,1.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,2.0,67.0,0.0,15.0
mediate.csv,4.0,7.0,2.0,0.0,18.0,36.0,12.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,67.0,0.0,0.0
piccolo2d.csv,1.0,2.0,0.0,0.0,2.0,0.0,4.0,133.0,0.0,114.0,0.0,0.0,5.0,0.0,147.0,0.0,67.0,121.0,4.0
pustefix.csv,6.0,3.0,3.0,1.0,0.0,45.0,1.0,49.0,0.0,114.0,0.0,3.0,1.0,0.0,15.0,1.0,3.0,0.0,65.0
sblim.csv,1.0,3.0,2.0,0.0,0.0,0.0,7.0,133.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,67.0,0.0,11.0
thedata.csv,0.0,6.0,77.0,0.0,105.0,8.0,15.0,133.0,0.0,114.0,67.0,0.0,1.0,225.0,1.0,1.0,67.0,0.0,0.0
tmva.csv,5.0,0.0,7.0,0.0,38.0,24.0,77.0,33.0,19.0,9.0,0.0,1.0,1.0,0.0,0.0,3.0,67.0,0.0,8.0
