,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.94,0.94,0.92,0.9,0.57,0.74,0.95,0.97,0.89,0.95,0.88,0.93,0.95,0.97,0.93,0.97,0.75,0.96,0.54
dxengine.csv,0.91,0.86,0.54,0.93,0.72,0.92,0.97,0.94,0.86,0.78,0.67,0.61,0.8,0.71,0.92,0.8,0.67,0.7,0.85
e-bio-flow.csv,0.73,0.82,0.92,0.93,0.61,0.82,0.73,0.75,0.91,0.85,0.93,0.91,0.6,0.91,0.83,0.39,0.9,0.65,0.41
emono.csv,0.67,0.75,0.47,0.61,0.95,0.54,0.72,0.82,0.77,0.79,0.48,0.46,0.81,0.71,0.89,0.47,0.8,0.55,0.5
freedom-erp.csv,0.83,0.75,0.8,0.7,0.0,0.92,0.97,0.91,0.0,0.5,0.86,0.92,0.92,0.88,0.5,0.41,0.78,0.95,0.52
haggle.csv,0.85,0.68,0.5,0.77,0.77,0.75,0.98,0.75,0.65,0.56,0.93,0.0,0.92,0.58,0.42,0.0,0.92,0.86,0.71
jbpm.csv,0.83,0.75,0.83,0.5,0.93,0.67,0.98,0.83,0.93,0.94,0.89,0.75,0.83,0.93,0.5,0.88,0.67,0.88,0.83
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.48,0.89,0.91,0.6,0.65,0.52,0.69,0.64,0.83,0.8,0.6,0.46,0.5,0.92,0.56,0.42,0.6,0.75,0.67
jmonkeyengine.csv,0.75,0.89,0.86,0.67,0.71,0.92,0.97,0.95,0.8,0.95,0.78,0.75,0.89,0.94,0.94,0.83,0.94,0.75,0.89
jsidplay2.csv,0.37,0.74,0.82,0.41,0.54,0.41,0.54,0.53,0.5,0.92,0.35,0.42,0.46,0.98,0.56,0.31,0.57,0.56,0.38
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.48,0.74,0.86,0.46,0.73,0.7,0.98,0.67,0.8,0.88,0.91,0.89,0.57,0.95,0.45,0.73,0.0,0.5,0.75
mediate.csv,0.71,0.53,0.61,0.5,0.75,0.51,0.63,0.54,0.81,0.64,0.48,0.46,0.49,0.52,0.42,0.36,0.86,0.63,0.39
piccolo2d.csv,0.75,0.8,0.0,0.75,0.93,0.92,0.92,0.8,0.5,0.0,0.75,0.8,0.89,0.67,0.0,0.93,0.5,0.0,0.8
pustefix.csv,0.68,0.55,0.92,0.55,0.55,0.56,0.61,0.54,0.85,0.67,0.59,0.84,0.58,0.98,0.71,0.54,0.87,0.96,0.52
sblim.csv,0.89,0.82,0.75,0.8,0.77,0.88,0.97,0.96,0.8,0.86,0.67,0.61,0.92,0.94,0.91,0.42,0.5,0.83,0.67
thedata.csv,0.86,0.86,0.5,0.93,0.5,0.87,0.99,0.95,0.88,0.0,0.67,0.94,0.93,0.0,0.83,0.47,0.75,0.9,0.75
tmva.csv,0.36,0.43,0.46,0.43,0.46,0.42,0.44,0.43,0.43,0.4,0.36,0.48,0.4,0.51,0.33,0.31,0.5,0.52,0.37
