,recall,precision,pf,cdom,bellwether
3,0.15,0.44,0.29,4.0,tradelink.csv
9,0.475,0.47,0.345,9.0,netatalk.csv
20,0.67,0.345,0.26,15.0,carabiner.csv
38,0.475,0.25,0.2,19.0,ossbuild.csv
1,1.0,1.0,1.0,0.0,benojt.csv
2,1.0,1.0,1.0,0.0,emftriple.csv
37,0.565,0.665,0.30000000000000004,1.0,ivef-sdk.csv
