,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.7,0.25,0.0,0.5,0.27,1.0,0.21,0.53,0.36,0.69,1.0,0.16,0.2,0.42
baadengine.csv,0.99,0.79,1.0,0.35,0.83,1.0,0.59,0.8,0.71,0.62,0.86,0.88,0.8,0.6
bnetd.csv,0.73,0.61,0.0,0.38,0.2,0.8,0.95,0.63,0.14,0.77,0.62,0.76,0.8,0.69
impala.csv,0.44,0.12,1.0,0.92,0.33,0.2,0.54,0.45,0.57,1.0,0.76,0.84,0.8,0.82
jaxen.csv,0.01,0.04,0.0,0.04,0.03,1.0,0.0,0.18,0.0,0.23,0.05,0.04,0.0,0.0
jgameai.csv,0.2,0.08,0.0,0.92,0.93,0.0,0.03,0.08,0.0,0.15,0.1,0.2,0.0,0.09
jparsec.csv,0.84,0.24,1.0,0.62,0.3,1.0,0.69,0.41,1.0,0.69,0.67,0.6,1.0,0.96
motu.csv,0.52,0.16,0.0,0.12,0.13,0.6,0.03,0.37,0.29,1.0,0.43,0.08,0.0,0.18
vars-redux.csv,0.44,0.29,0.0,0.15,0.37,0.8,0.1,0.98,0.0,0.62,0.24,0.12,0.4,0.29
werx.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.96,1.0,1.0,1.0,1.0,1.0,1.0
wishmaster.csv,0.51,0.15,0.0,0.23,0.03,0.4,0.36,0.35,0.86,0.38,0.24,0.16,0.4,0.22
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,1.0,0.0
zealos.csv,0.61,0.48,1.0,0.23,0.93,0.8,0.23,0.41,0.29,0.46,0.62,0.2,0.2,0.47
