,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.62,0.0,0.46,0.6,0.62,0.56,0.66,0.52,0.36,0.46,0.07,0.33,0.41,0.3
baadengine.csv,0.01,1.0,0.46,0.33,0.34,0.6,0.23,0.49,0.56,0.28,0.93,0.84,0.58,0.36
bnetd.csv,0.56,1.0,0.42,0.25,0.29,0.68,0.0,0.57,0.3,0.3,0.6,0.66,0.68,0.54
impala.csv,0.62,0.25,0.94,0.92,0.44,0.21,0.66,0.78,0.64,0.98,0.97,0.0,0.61,0.83
jaxen.csv,0.01,0.25,0.04,0.06,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.02,0.01,0.0
jgameai.csv,0.49,0.25,0.13,0.02,0.94,0.07,0.03,0.07,0.2,0.3,0.2,0.12,0.07,0.04
jparsec.csv,0.76,0.5,0.5,0.35,0.68,0.8,0.66,0.48,1.0,0.54,0.87,0.57,0.88,0.0
motu.csv,0.57,0.0,0.08,0.14,0.13,0.21,0.03,0.24,0.15,0.02,0.17,0.13,0.2,0.23
vars-redux.csv,0.53,0.75,0.19,0.27,0.06,0.35,0.06,0.0,0.1,0.35,0.3,0.28,0.42,0.23
werx.csv,1.0,0.0,0.98,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,0.99
wishmaster.csv,0.35,0.0,0.15,0.44,0.03,0.07,0.06,0.39,0.0,0.54,0.3,0.18,0.28,0.23
xreal.csv,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
zealos.csv,0.57,1.0,0.26,0.33,0.0,0.39,0.06,0.37,0.26,0.3,0.53,0.4,0.42,0.38
