,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.8,0.49,0.8,0.65,0.71,0.66,0.67,0.0,0.75,0.55,0.72,0.46,0.68,0.64,0.63,0.64
elateportal.csv,0.72,0.79,1.0,0.69,0.85,0.79,0.69,0.84,0.67,0.71,0.83,0.0,0.85,0.7,0.81,0.71
gmerlin.csv,0.68,0.8,0.49,0.72,0.87,0.8,0.84,0.75,0.03,0.89,0.68,1.06,0.82,0.77,0.81,0.84
gretl.csv,0.76,0.6,0.85,0.03,0.62,0.7,0.69,0.76,0.66,0.76,0.71,1.0,0.62,0.7,0.65,0.88
illumination.csv,0.78,0.91,0.89,0.89,1.09,0.71,0.72,0.77,0.69,0.12,0.84,0.22,0.91,0.84,0.76,0.79
mpgravity.csv,0.6,0.81,0.0,0.67,0.88,0.75,0.83,0.68,0.75,0.7,0.55,0.2,0.48,0.65,0.77,0.52
nativeclient.csv,0.62,0.54,0.42,0.52,0.9,0.66,0.64,0.68,0.61,0.81,0.62,0.83,0.5,0.96,0.01,0.57
natpad.csv,0.74,0.85,0.43,0.58,0.9,0.82,0.75,0.53,0.74,0.77,0.65,0.88,0.6,0.67,0.65,0.03
ogre.csv,0.96,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
open-ms.csv,0.57,0.75,0.89,0.83,1.04,0.82,0.71,0.73,0.67,0.84,0.13,0.84,0.98,0.79,0.83,0.94
openmsx.csv,0.72,0.79,0.78,0.93,0.58,0.78,0.06,0.7,0.72,0.78,0.68,0.85,0.86,0.95,0.77,0.92
oppna-program-hsatools.csv,0.4,0.0,0.64,0.65,1.0,0.73,0.59,0.92,0.69,0.91,0.99,1.0,0.52,0.49,0.88,1.0
sandiaportals.csv,0.84,0.54,0.69,0.56,0.78,0.59,0.73,0.65,0.7,0.85,0.77,0.52,0.02,0.78,0.54,0.71
sauerbraten.csv,0.03,0.77,0.57,1.0,0.93,1.01,0.87,0.83,0.89,0.64,0.6,0.81,1.0,1.0,0.84,1.0
yarp.csv,0.83,0.83,1.0,0.95,0.9,0.05,0.67,0.78,0.86,0.89,0.81,0.64,0.96,0.98,0.79,0.75
zemljanka.csv,0.96,0.96,1.0,1.0,0.66,1.0,1.0,0.66,1.0,1.0,1.0,1.0,1.0,0.0,0.95,0.98
