,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.35,0.49,0.45,0.48,0.51,0.41,0.46,0.4,0.41,0.42,0.45,0.34,0.43,0.48,0.52,0.4
elateportal.csv,0.35,0.54,0.0,0.53,0.85,0.63,0.64,0.64,0.76,0.56,0.99,0.3,0.88,0.57,0.85,0.7
gmerlin.csv,0.5,0.78,0.39,0.57,0.59,0.6,0.84,0.66,0.61,0.88,0.93,0.83,0.92,0.57,0.76,0.93
gretl.csv,0.34,0.44,0.89,0.44,0.59,0.53,0.55,0.36,0.42,0.4,0.55,0.78,0.4,0.64,0.62,0.43
illumination.csv,0.88,0.96,0.7,0.56,0.57,0.69,0.59,0.68,0.75,0.87,0.82,0.33,0.93,0.48,0.69,0.66
mpgravity.csv,0.38,0.64,0.75,0.58,0.7,0.74,0.96,0.44,0.7,0.62,0.62,0.37,0.47,0.53,0.69,0.48
nativeclient.csv,0.31,0.44,0.52,0.42,0.72,0.57,0.59,0.52,0.62,0.44,0.53,0.78,0.48,0.53,0.56,0.47
natpad.csv,0.35,0.55,0.82,0.45,0.69,0.51,0.49,0.38,0.47,0.49,0.56,0.86,0.41,0.51,0.61,0.56
ogre.csv,0.34,0.39,0.38,0.44,0.43,0.46,0.4,0.36,0.37,0.34,0.39,0.3,0.39,0.45,0.49,0.43
open-ms.csv,0.48,0.8,0.61,0.73,0.55,0.92,0.69,0.78,0.75,0.92,0.9,0.33,0.93,0.64,0.98,0.94
openmsx.csv,0.36,0.6,0.56,0.69,0.59,0.54,0.68,0.7,0.58,0.62,0.64,0.36,0.5,0.65,0.7,0.62
oppna-program-hsatools.csv,0.42,0.42,0.58,0.43,0.43,0.52,0.52,0.37,0.48,0.37,0.39,0.3,0.44,0.45,0.47,0.43
sandiaportals.csv,0.32,0.49,0.75,0.49,0.55,0.44,0.46,0.51,0.41,0.42,0.48,0.33,0.42,0.82,0.55,0.44
sauerbraten.csv,0.39,0.62,0.48,0.44,0.94,0.8,0.96,0.94,0.34,0.75,0.69,0.7,0.39,0.45,0.97,0.43
yarp.csv,0.74,0.84,0.67,0.9,0.85,0.64,0.71,0.85,0.92,0.91,0.94,0.56,0.5,0.8,0.92,0.88
zemljanka.csv,0.34,0.39,0.38,0.44,0.4,0.48,0.4,0.31,0.37,0.34,0.39,0.3,0.39,0.45,0.49,0.42
