,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.9,0.59,0.75,0.59,0.49,0.68,0.63,1.0,0.59,0.76,0.65,0.68,0.6,0.68,0.58,0.63
elateportal.csv,0.87,0.34,0.0,0.41,0.31,0.28,0.46,0.3,0.34,0.47,0.19,1.0,0.15,0.46,0.22,0.44
gmerlin.csv,0.38,0.21,0.67,0.28,0.29,0.24,0.17,0.29,0.97,0.12,0.34,0.07,0.19,0.23,0.2,0.16
gretl.csv,0.9,0.7,0.17,1.0,0.38,0.48,0.49,0.69,0.69,0.76,0.51,0.14,0.89,0.46,0.46,0.95
illumination.csv,0.26,0.16,0.25,0.44,0.57,0.56,0.46,0.34,0.41,0.88,0.2,0.86,0.15,0.69,0.48,0.37
mpgravity.csv,0.87,0.32,1.0,0.4,0.28,0.4,0.18,0.5,0.31,0.35,0.54,0.8,0.55,0.52,0.29,0.56
nativeclient.csv,0.79,0.5,0.75,0.62,0.25,0.6,0.45,0.41,0.5,0.47,0.66,0.18,0.55,0.65,0.99,0.63
natpad.csv,0.79,0.46,0.58,0.78,0.25,0.88,0.55,0.64,0.56,0.41,0.53,0.14,0.66,0.63,0.41,0.98
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0
open-ms.csv,0.51,0.28,0.25,0.46,0.73,0.2,0.42,0.38,0.38,0.18,0.87,0.91,0.13,0.35,0.22,0.14
openmsx.csv,0.85,0.62,0.58,0.58,0.7,0.84,0.94,0.48,0.53,0.41,0.58,0.84,0.77,0.66,0.66,0.53
oppna-program-hsatools.csv,0.69,1.0,0.75,0.88,0.97,0.68,0.72,0.96,0.62,1.0,0.99,1.0,0.87,0.79,0.87,0.95
sandiaportals.csv,0.92,0.53,0.33,0.6,0.4,0.68,0.72,0.54,0.69,0.53,0.62,0.84,0.98,0.29,0.57,0.84
sauerbraten.csv,0.97,0.23,0.67,1.0,0.21,0.0,0.14,0.18,0.97,0.41,0.45,0.2,1.0,1.0,0.16,1.0
yarp.csv,0.26,0.22,0.0,0.06,0.26,0.96,0.4,0.25,0.19,0.12,0.21,0.36,0.04,0.02,0.22,0.26
zemljanka.csv,1.0,0.98,0.92,1.0,0.57,0.92,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
