,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.65,0.91,0.22,0.85,0.98,0.44,0.44,1.0,0.31,0.29,0.21,0.94,0.76,0.97,0.64,0.45
elateportal.csv,0.67,0.78,0.0,0.84,0.97,0.37,0.43,0.67,0.52,0.21,0.23,1.0,1.0,0.96,0.62,0.4
gmerlin.csv,0.68,0.85,0.35,0.98,0.97,0.4,0.44,0.79,1.0,0.25,0.4,0.5,0.83,1.0,0.69,0.5
gretl.csv,0.66,0.86,0.22,0.99,1.0,0.4,0.42,0.75,0.37,0.22,0.2,0.67,0.81,0.96,0.64,0.42
illumination.csv,0.62,0.68,0.13,0.75,0.97,0.4,0.4,0.73,0.36,1.0,0.17,0.97,0.57,0.95,0.55,0.34
mpgravity.csv,0.71,0.77,1.0,0.86,0.97,0.37,0.44,0.77,0.33,0.25,0.32,1.0,0.91,0.96,0.57,0.57
nativeclient.csv,0.69,0.92,0.39,0.89,0.96,0.43,0.49,0.79,0.41,0.17,0.25,0.89,0.88,0.94,0.99,0.49
natpad.csv,0.65,0.77,0.64,0.88,0.97,0.42,0.39,0.84,0.32,0.18,0.23,0.86,0.8,0.96,0.68,0.98
ogre.csv,0.63,0.82,0.23,0.83,1.0,0.4,0.41,0.75,0.32,0.21,0.2,0.88,0.75,0.96,0.59,0.4
open-ms.csv,0.74,0.86,0.13,0.78,0.98,0.42,0.42,0.75,0.43,0.23,0.99,0.89,0.47,0.95,0.54,0.19
openmsx.csv,0.66,0.8,0.21,0.77,0.99,0.42,0.98,0.76,0.32,0.18,0.22,0.88,0.73,0.94,0.58,0.31
oppna-program-hsatools.csv,0.82,1.0,0.27,0.87,0.98,0.4,0.49,0.76,0.34,0.22,0.2,0.88,0.84,0.98,0.59,0.39
sandiaportals.csv,0.64,0.9,0.33,0.88,0.98,0.47,0.43,0.78,0.35,0.16,0.19,0.92,1.0,0.95,0.71,0.45
sauerbraten.csv,1.0,0.96,0.3,0.83,0.96,0.0,0.39,0.82,0.34,0.29,0.32,0.9,0.75,0.96,0.8,0.4
yarp.csv,0.53,0.77,0.0,0.8,0.97,0.96,0.47,0.77,0.25,0.18,0.22,1.0,1.0,1.0,0.66,0.65
zemljanka.csv,0.63,0.83,0.21,0.83,0.98,0.38,0.41,0.79,0.33,0.21,0.2,0.88,0.75,1.0,0.6,0.41
