,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.54,0.61,0.53,0.57,0.49,0.61,0.58,1.0,0.52,0.69,0.56,0.68,0.56,0.61,0.57,0.59
elateportal.csv,0.62,0.37,0.0,0.44,0.34,0.32,0.48,0.33,0.39,0.48,0.22,1.0,0.18,0.48,0.26,0.46
gmerlin.csv,0.42,0.25,0.66,0.33,0.32,0.28,0.2,0.33,0.98,0.15,0.39,0.08,0.23,0.27,0.24,0.19
gretl.csv,0.59,0.64,0.2,0.99,0.43,0.49,0.5,0.55,0.61,0.57,0.51,0.16,0.71,0.48,0.49,0.4
illumination.csv,0.3,0.19,0.28,0.4,0.0,0.53,0.47,0.37,0.44,0.9,0.23,0.85,0.18,0.48,0.47,0.39
mpgravity.csv,0.72,0.35,1.0,0.44,0.31,0.42,0.21,0.51,0.35,0.39,0.57,0.83,0.59,0.53,0.33,0.59
nativeclient.csv,0.67,0.54,0.73,0.62,0.28,0.57,0.48,0.44,0.52,0.45,0.61,0.21,0.58,0.33,0.99,0.61
natpad.csv,0.59,0.43,0.62,0.69,0.28,0.5,0.51,0.64,0.52,0.43,0.53,0.17,0.62,0.58,0.45,0.98
ogre.csv,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
open-ms.csv,0.54,0.32,0.28,0.44,0.0,0.24,0.45,0.41,0.42,0.21,0.89,0.49,0.15,0.38,0.26,0.17
openmsx.csv,0.61,0.51,0.51,0.39,0.65,0.56,0.95,0.49,0.51,0.42,0.55,0.47,0.45,0.33,0.53,0.4
oppna-program-hsatools.csv,0.7,1.0,0.64,0.69,0.0,0.57,0.65,0.3,0.57,0.33,0.05,0.0,0.76,0.73,0.41,0.0
sandiaportals.csv,0.49,0.56,0.37,0.6,0.42,0.63,0.58,0.54,0.59,0.45,0.53,0.74,0.98,0.33,0.59,0.63
sauerbraten.csv,0.98,0.27,0.64,0.0,0.24,0.0,0.17,0.21,0.38,0.45,0.49,0.24,0.0,0.0,0.19,0.0
yarp.csv,0.29,0.25,0.0,0.07,0.29,0.96,0.44,0.29,0.22,0.14,0.25,0.41,0.05,0.02,0.26,0.3
zemljanka.csv,0.17,0.17,0.0,0.0,0.55,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.21,0.09
