,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.88,0.76,0.81,0.8,0.94,0.66,0.72,0.59,0.73,1.01,0.79,0.9,0.96,0.88,0.69,0.78
chipster.csv,0.96,0.85,0.54,0.68,0.72,0.74,0.53,0.65,0.48,0.79,0.78,0.84,0.84,0.77,0.54,0.5
delphilhlplib.csv,0.76,0.6,0.67,0.39,0.92,0.7,0.91,0.66,0.66,0.42,0.86,0.63,0.76,0.76,0.76,1.05
emite.csv,0.92,0.72,0.72,0.64,0.95,0.95,0.79,0.76,0.82,0.78,0.81,0.39,0.87,0.85,0.77,1.0
hydrate.csv,0.96,0.69,0.74,0.77,0.95,0.97,0.64,0.86,0.61,0.55,0.71,0.7,0.85,0.53,0.58,0.54
ivataopenportal.csv,0.67,0.77,0.96,0.73,0.4,0.91,0.89,0.89,0.88,0.71,0.78,0.77,0.67,0.66,0.79,0.97
jppf-project.csv,0.58,0.89,0.75,0.59,0.72,0.71,0.25,0.76,0.58,0.86,0.94,0.8,0.72,0.61,0.8,0.54
kolmafia.csv,0.98,0.86,0.68,0.64,0.96,0.97,0.76,0.85,0.39,0.9,0.9,0.71,0.63,0.84,0.63,0.97
l2j.csv,0.67,0.78,0.7,1.0,0.86,0.69,0.79,0.75,0.57,0.88,0.74,0.71,0.42,0.72,0.71,1.14
mb-unit.csv,0.85,0.54,0.76,1.01,0.98,0.91,1.0,0.79,1.0,0.77,0.66,0.74,0.81,0.49,1.0,1.0
opde.csv,0.44,0.74,0.66,1.0,0.63,0.77,0.85,0.67,0.85,0.77,0.64,0.68,0.71,0.57,0.74,1.37
pamguard.csv,0.95,0.61,0.76,0.89,0.76,0.47,0.63,0.71,0.61,0.95,1.02,0.78,0.87,0.8,0.84,0.83
quark.csv,0.96,0.93,0.96,0.86,0.96,0.93,1.0,0.96,0.94,0.28,0.86,0.68,0.85,0.87,0.91,1.0
stajistics.csv,0.85,0.63,0.71,0.95,0.67,0.82,1.01,0.86,1.0,0.9,0.79,0.71,0.66,0.51,1.0,1.0
tigermud.csv,0.75,0.82,0.76,0.36,0.99,0.76,0.86,0.93,0.61,0.89,0.49,0.78,0.84,0.58,0.63,0.61
