,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.2,0.39,0.29,0.79,0.11,0.61,0.76,0.84,0.41,0.0,0.58,0.18,0.07,0.18,0.54,0.02
chipster.csv,0.08,0.26,0.57,0.49,0.41,0.63,0.65,0.59,0.67,0.23,0.43,0.26,0.27,0.33,0.7,0.04
delphilhlplib.csv,0.35,0.68,0.49,0.83,0.15,0.58,0.16,0.56,0.49,0.49,0.26,0.49,0.42,0.3,0.39,0.0
emite.csv,0.15,0.64,0.44,0.8,0.1,0.09,0.46,0.45,0.32,0.29,0.33,0.69,0.23,0.22,0.41,0.0
hydrate.csv,0.07,0.51,0.37,0.37,0.64,0.07,0.53,0.25,0.54,0.39,0.56,0.42,0.28,0.51,0.66,0.03
ivataopenportal.csv,0.43,0.86,0.57,0.85,0.74,0.79,0.86,0.91,0.68,0.41,0.65,0.58,0.5,0.53,0.68,0.02
jppf-project.csv,0.55,0.79,0.54,0.58,0.45,0.67,0.87,0.69,0.62,0.26,0.65,0.63,0.52,0.45,0.75,0.03
kolmafia.csv,0.53,0.9,0.58,0.54,0.68,0.76,0.9,0.86,0.73,0.36,0.79,0.56,0.75,0.45,0.72,0.02
l2j.csv,0.45,0.85,0.49,0.85,0.24,0.55,0.65,0.5,0.61,0.36,0.5,0.56,0.79,0.39,0.43,0.0
mb-unit.csv,0.52,0.79,0.61,0.8,0.67,0.76,0.94,0.89,0.71,0.24,0.54,0.37,0.77,0.57,0.73,0.02
opde.csv,0.62,0.77,0.55,0.83,0.52,0.39,0.73,0.71,0.69,0.33,0.54,0.44,0.53,0.52,0.79,0.0
pamguard.csv,0.14,0.6,0.44,0.84,0.38,0.76,0.64,0.79,0.54,0.3,0.57,0.4,0.24,0.29,0.38,0.02
quark.csv,0.07,0.14,0.08,0.27,0.07,0.12,0.0,0.08,0.12,0.61,0.25,0.44,0.25,0.2,0.16,0.0
stajistics.csv,0.46,0.64,0.63,0.82,0.53,0.78,0.9,0.85,0.71,0.17,0.58,0.42,0.71,0.52,0.78,0.02
tigermud.csv,0.35,0.67,0.35,0.8,0.68,0.38,0.71,0.75,0.57,0.15,0.68,0.56,0.61,0.48,0.56,0.03
