,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,8.0,4.0,5.0,2.0,3.0,0.0,1.0,0.0,5.0,1.0
electric-core.csv,2.0,1.0,0.0,3.0,1.0,2.0,6.0,1.0,15.0,0.0
jahshakafx.csv,0.0,5.0,1.0,1.0,7.0,1.0,2.0,0.0,3.0,0.0
jython.csv,58.0,25.0,0.0,11.0,1.0,8.0,4.0,1.0,22.0,0.0
kftpgrabber.csv,1.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
mvnforum.csv,50.0,47.0,0.0,12.0,0.0,9.0,6.0,0.0,0.0,0.0
openmalaria.csv,3.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,6.0,0.0
plplot.csv,39.0,3.0,1.0,12.0,1.0,0.0,3.0,1.0,12.0,0.0
popeye-chess.csv,1.0,9.0,3.0,0.0,2.0,1.0,2.0,0.0,6.0,0.0
zxing.csv,7.0,10.0,0.0,1.0,10.0,7.0,5.0,3.0,14.0,0.0
